Intervention ID,Intervention URL,State Act ID,State Act URL,State Act Title,GTA Evaluation,Implementing Jurisdictions,Implementation Level,Eligible Firm,Intervention Type,Mast Chapter,Affected Sectors,Affected Products,Affected Jurisdictions,Is Horizontal,Date Announced,Date Implemented,Date Removed,Is In Force
13922,https://globaltradealert.org/intervention/13922,11581,https://www.globaltradealert.org/state-act/11581,United States of America: Reclassification of DVDs and blu-ray discs and consequent elimination of the 2.7% MFN tariff,Green,United States of America,National,all,Import tariff,Tariff measures,"475, 476","852341, 852349","Austria, Bolivia, Bulgaria, China, Czechia, France, Germany, Ireland, Italy, Japan, Netherlands, Norway, Poland, Sweden, Switzerland, United Arab Emirates, United Kingdom",False,2015-01-01,2015-01-01,,1
13923,https://globaltradealert.org/intervention/13923,11582,https://www.globaltradealert.org/state-act/11582,United States of America: Reclassification of textile sponges and consequent elimination of the 16% MFN tariff,Green,United States of America,National,all,Import tariff,Tariff measures,379,"680510, 680520, 680530","Austria, Brazil, China, Denmark, Finland, France, Germany, India, Italy, Japan, Netherlands, Poland, Portugal, Slovenia, Spain, Sweden, Switzerland, Turkiye, United Kingdom",False,2015-01-01,2015-01-01,,1
13924,https://globaltradealert.org/intervention/13924,11583,https://www.globaltradealert.org/state-act/11583,United States of America: Reclassification of plush animals with gel packs and consequent elimination of the 7% MFN tariff,Green,United States of America,National,all,Import tariff,Tariff measures,385,950300,"Austria, Bangladesh, Cambodia, China, Czechia, Denmark, France, Germany, Haiti, Hong Kong, Hungary, India, Indonesia, Italy, Japan, Kazakhstan, Lithuania, Malaysia, Malta, Netherlands, Pakistan, Philippines, Poland, Portugal, Romania, Russia, Spain, Sri Lanka, Sweden, Switzerland, Thailand, Tunisia, Turkiye, Ukraine, United Kingdom",False,2015-01-01,2015-01-01,,1
13925,https://globaltradealert.org/intervention/13925,11584,https://www.globaltradealert.org/state-act/11584,United States of America: Reclassification of shower escutcheons and consequent increase in the MFN tariff,Red,United States of America,National,all,Import tariff,Tariff measures,429,732690,"Austria, Belgium, Brazil, Bulgaria, Cambodia, China, Czechia, Denmark, Finland, France, Germany, Greece, Hong Kong, Hungary, India, Indonesia, Ireland, Italy, Japan, Latvia, Lithuania, Luxembourg, Malaysia, Netherlands, New Zealand, Norway, Pakistan, Philippines, Poland, Portugal, Romania, Saudi Arabia, Serbia, Slovakia, South Africa, Spain, Sweden, Switzerland, Thailand, Turkiye, Ukraine, United Kingdom",False,2015-01-01,2015-01-01,,1
13933,https://globaltradealert.org/intervention/13933,11592,https://www.globaltradealert.org/state-act/11592,United States of America: Reclassification of lighted penguin lawn ornaments and consequent elimination of the MFN tariff,Green,United States of America,National,all,Import tariff,Tariff measures,389,"950510, 950590","Bahamas, Bangladesh, Cambodia, China, France, Germany, Hong Kong, Hungary, India, Indonesia, Italy, Nepal, Philippines, Poland, Spain, Sri Lanka, Thailand, United Kingdom",False,2015-03-11,2015-03-11,,1
13934,https://globaltradealert.org/intervention/13934,11593,https://www.globaltradealert.org/state-act/11593,United States of America: Reclassification of computer headsets and consequent increase in the MFN tariff,Red,United States of America,National,all,Import tariff,Tariff measures,"451, 452","847321, 847329, 847330, 847340, 847350","Austria, Belgium, Bolivia, Brazil, China, Czechia, Denmark, France, Germany, Hong Kong, Hungary, India, Indonesia, Ireland, Italy, Japan, Malaysia, Netherlands, Norway, Philippines, Poland, Romania, Slovenia, South Africa, Spain, Sweden, Switzerland, Thailand, United Kingdom",False,2015-03-11,2015-03-11,,1
13936,https://globaltradealert.org/intervention/13936,11595,https://www.globaltradealert.org/state-act/11595,United States of America: Reclassification of certain textile fibers and consequent elimination of MFN tariff,Green,United States of America,National,all,Import tariff,Tariff measures,279,"560121, 560122, 560129, 560130","China, Germany, India, Indonesia, Italy, Japan, Netherlands, Switzerland, United Kingdom",False,2015-05-06,2015-05-06,,1
13937,https://globaltradealert.org/intervention/13937,11596,https://www.globaltradealert.org/state-act/11596,United States of America: Reclassification of a certain chemical product and consequent reduction of the MFN tariff,Green,United States of America,National,all,Import tariff,Tariff measures,341,"382311, 382312, 382313, 382319, 382370","Belgium, Brazil, China, Ecuador, Finland, France, Germany, India, Indonesia, Italy, Japan, Malaysia, Netherlands, South Africa, Spain, Sweden, Thailand, United Kingdom",False,2015-05-06,2015-05-06,,1
13938,https://globaltradealert.org/intervention/13938,11597,https://www.globaltradealert.org/state-act/11597,United States of America: Reclassification of a self-propelled modular transporters and consequent elimination of the 25% MFN tariff,Green,United States of America,National,all,Import tariff,Tariff measures,435,"842710, 842720, 842790","Austria, Belgium, China, Denmark, Finland, France, Germany, India, Ireland, Italy, Japan, Netherlands, Poland, Romania, Spain, Sweden, United Kingdom",False,2015-05-06,2015-05-06,,1
13939,https://globaltradealert.org/intervention/13939,11598,https://www.globaltradealert.org/state-act/11598,United States of America: Reclassification of a surgical drapes and consequent elimination of the 5.8% MFN tariff,Green,United States of America,National,all,Import tariff,Tariff measures,352,"300510, 300590","Belgium, Brazil, China, Denmark, Finland, France, Germany, Hungary, India, Ireland, Italy, Japan, Netherlands, New Zealand, Philippines, Poland, South Africa, Sweden, Switzerland, Thailand, United Kingdom",False,2015-05-06,2015-05-06,,1
13956,https://globaltradealert.org/intervention/13956,11619,https://www.globaltradealert.org/state-act/11619,United States of America: Reclassification of gazebos and consequent imposition of 5.3% MFN duty,Red,United States of America,National,all,Import tariff,Tariff measures,421,"730810, 730820, 730830, 730840, 730890","Austria, Bahamas, Belgium, Brazil, China, Czechia, Denmark, Finland, France, Germany, Hong Kong, India, Indonesia, Italy, Japan, Luxembourg, Malaysia, Netherlands, Norway, Palau, Poland, South Africa, Spain, Sweden, Switzerland, Thailand, Turkiye, United Arab Emirates, United Kingdom",False,2015-08-19,2015-08-19,,1
13965,https://globaltradealert.org/intervention/13965,11627,https://www.globaltradealert.org/state-act/11627,United States of America: Reclassification of battery backups and consequent increase of the MFN duty,Red,United States of America,National,all,Import tariff,Tariff measures,464,"850610, 850630, 850640, 850650, 850660, 850680, 850690","Belgium, China, Denmark, France, Germany, Hong Kong, Indonesia, Japan, Malaysia, Netherlands, Norway, Poland, Switzerland, Thailand, United Kingdom",False,2015-08-19,2015-10-19,,1
13966,https://globaltradealert.org/intervention/13966,11628,https://www.globaltradealert.org/state-act/11628,United States of America: Reclassification of knit polyester pants and consequent reduction of the MFN duty,Green,United States of America,National,all,Import tariff,Tariff measures,282,"610711, 610712, 610719, 610721, 610722, 610729, 610791, 610799","Bangladesh, Cambodia, China, Egypt, Haiti, India, Indonesia, Lesotho, Macao, Pakistan, Philippines, Sri Lanka, Thailand, Turkiye",False,2015-08-19,2015-10-19,,1
13967,https://globaltradealert.org/intervention/13967,11629,https://www.globaltradealert.org/state-act/11629,United States of America: Reclassification of laser light rings and consequent elimination of the MFN duty,Green,United States of America,National,all,Import tariff,Tariff measures,389,"711711, 711719, 711790","Austria, Brazil, China, Czechia, France, Germany, Hong Kong, India, Indonesia, Italy, Kenya, Philippines, Spain, Switzerland, Thailand, United Kingdom",False,2015-08-19,2015-10-19,,1
13968,https://globaltradealert.org/intervention/13968,11630,https://www.globaltradealert.org/state-act/11630,United States of America: Reclassification of doll pens and consequent elimination of the MFN duty,Green,United States of America,National,all,Import tariff,Tariff measures,385,950300,"Austria, Bangladesh, Cambodia, China, Czechia, Denmark, France, Germany, Haiti, Hong Kong, Hungary, India, Indonesia, Italy, Japan, Kazakhstan, Lithuania, Malaysia, Malta, Netherlands, Pakistan, Philippines, Poland, Portugal, Romania, Russia, Spain, Sri Lanka, Sweden, Switzerland, Thailand, Tunisia, Turkiye, Ukraine, United Kingdom",False,2015-08-19,2015-10-19,,1
13969,https://globaltradealert.org/intervention/13969,11631,https://www.globaltradealert.org/state-act/11631,United States of America: Reclassification of baked desserts and consequent reduction of the MFN duty,Green,United States of America,National,all,Import tariff,Tariff measures,"231, 239","190110, 190120, 190190","Argentina, Belgium, Brazil, China, Denmark, France, Germany, Greece, India, Italy, Jamaica, Japan, Malaysia, Netherlands, Philippines, Spain, Thailand, United Kingdom, Uruguay",False,2015-08-19,2015-10-19,,1
