Intervention ID,Intervention URL,State Act ID,State Act URL,State Act Title,GTA Evaluation,Implementing Jurisdictions,Implementation Level,Eligible Firm,Intervention Type,Mast Chapter,Affected Sectors,Affected Products,Affected Jurisdictions,Is Horizontal,Date Announced,Date Implemented,Date Removed,Is In Force
114552,https://globaltradealert.org/intervention/114552,71398,https://www.globaltradealert.org/state-act/71398,United States of America: Reclassification of cast-iron cylinder heads and block castings and consequent decrease in the MFN duty,Green,United States of America,National,all,Import tariff,Tariff measures,431,840999,"Argentina, Australia, Austria, Belgium, Brazil, Canada, Chile, China, Colombia, Czechia, Republic of Korea, Denmark, Ecuador, Finland, France, Germany, Greece, Hungary, India, Indonesia, Italy, Japan, Mexico, Morocco, Netherlands, New Zealand, Norway, Peru, Poland, Portugal, Romania, Serbia, Singapore, Slovakia, South Africa, Spain, Sweden, Switzerland, Thailand, Tunisia, Turkiye, United Kingdom",False,2023-01-04,2023-03-05,,1
115771,https://globaltradealert.org/intervention/115771,72194,https://www.globaltradealert.org/state-act/72194,United States of America: Reclassification of canopies for child car safety seats and consequent decrease in the MFN duty,Green,United States of America,National,all,Import tariff,Tariff measures,381,940199,"Argentina, Austria, Belgium, Brazil, Bulgaria, Cambodia, Canada, China, Colombia, Czechia, Republic of Korea, Dominican Republic, El Salvador, France, Germany, Haiti, Honduras, Hungary, India, Indonesia, Ireland, Italy, Japan, Lithuania, Macao, Malaysia, Mexico, Netherlands, Norway, Philippines, Poland, Portugal, Republic of Moldova, Romania, Slovakia, Slovenia, Spain, Sri Lanka, Sweden, Switzerland, Thailand, Turkiye, United Arab Emirates, United Kingdom, Vietnam",False,2023-02-08,2023-04-09,,1
115897,https://globaltradealert.org/intervention/115897,72278,https://www.globaltradealert.org/state-act/72278,United States of America: The US Administration imposes 200% duties on aluminium originating from Russia,Red,United States of America,National,all,Import tariff,Tariff measures,"393, 414, 415, 421, 422, 429","760110, 760120, 760200, 760310, 760320, 760410, 760421, 760429, 760511, 760519, 760521, 760529, 760611, 760612, 760691, 760692, 760711, 760719, 760720, 760810, 760820, 760900, 761010, 761090, 761100, 761210, 761290, 761300, 761410, 761490, 761510, 761520, 761610, 761691, 761699",Russia,False,2023-02-24,2023-03-10,,1
116718,https://globaltradealert.org/intervention/116718,72861,https://www.globaltradealert.org/state-act/72861,United States of America: Reclassification of finished wood slats and wood bottom rails used for window blinds and consequent increase in the MFN duty,Red,United States of America,National,all,Import tariff,Tariff measures,319,442199,"Brazil, Cambodia, Canada, Chile, China, Czechia, Republic of Korea, Ecuador, Estonia, France, Germany, India, Indonesia, Italy, Japan, Latvia, Lithuania, Malaysia, Mexico, Philippines, Poland, Portugal, Romania, Russia, Slovenia, South Africa, Spain, Sweden, Thailand, Turkiye, United Kingdom, Vietnam",False,2023-03-15,2023-05-14,,1
116719,https://globaltradealert.org/intervention/116719,72862,https://www.globaltradealert.org/state-act/72862,United States of America: Reclassification of synthetic ice panels and consequent reduction in the MFN duty,Green,United States of America,National,all,Import tariff,Tariff measures,384,950699,"Australia, Austria, Bangladesh, Belgium, Bosnia & Herzegovina, Brazil, Bulgaria, Cambodia, Canada, China, Czechia, Republic of Korea, Denmark, El Salvador, Finland, France, Germany, Hong Kong, Hungary, India, Indonesia, Ireland, Israel, Italy, Japan, Madagascar, Malaysia, Mexico, Morocco, Myanmar, Netherlands, New Zealand, Pakistan, Philippines, Poland, Slovakia, South Africa, Spain, Sweden, Thailand, Turkiye, Ukraine, United Kingdom, Vietnam",False,2023-03-15,2023-05-14,,1
117453,https://globaltradealert.org/intervention/117453,73386,https://www.globaltradealert.org/state-act/73386,United States of America: Reclassification of a white noise machine and consequent increase in the MFN duty,Red,United States of America,National,all,Import tariff,Tariff measures,448,850980,"Cambodia, Canada, China, Republic of Korea, France, Germany, Hong Kong, India, Indonesia, Ireland, Israel, Italy, Malaysia, Mexico, Singapore, Thailand, Vietnam",False,2023-04-05,2023-06-04,,1
117735,https://globaltradealert.org/intervention/117735,73573,https://www.globaltradealert.org/state-act/73573,United States of America: Reclassification of a woman’s tops and consequent increase in the MFN duty,Red,United States of America,National,all,Import tariff,Tariff measures,282,620630,"Bangladesh, Cambodia, Canada, China, Colombia, Republic of Korea, Egypt, El Salvador, France, Germany, Guatemala, Honduras, India, Indonesia, Italy, Japan, Kenya, Mauritius, Mexico, Morocco, Myanmar, Pakistan, Peru, Philippines, Portugal, Spain, Sri Lanka, Thailand, Tunisia, Turkiye, United Kingdom, Vietnam",False,2023-04-19,2023-06-18,,1
120132,https://globaltradealert.org/intervention/120132,75725,https://www.globaltradealert.org/state-act/75725,United States of America: Reclassification of various pipe fittings and consequent increase in the MFN duty,Red,United States of America,National,all,Import tariff,Tariff measures,412,730719,"Austria, Belgium, Canada, China, Republic of Korea, Germany, India, Indonesia, Israel, Italy, Japan, Mexico, Poland, Thailand, Vietnam",False,2023-02-08,2023-04-09,,1
120176,https://globaltradealert.org/intervention/120176,75756,https://www.globaltradealert.org/state-act/75756,United States of America: Reclassification of various pipe fittings and consequent increase in the MFN duty,Red,United States of America,National,all,Import tariff,Tariff measures,415,"760711, 760719, 760720","Argentina, Armenia, Austria, Belgium, Brazil, Bulgaria, Canada, China, Colombia, Croatia, Republic of Korea, France, Germany, Greece, India, Indonesia, Italy, Japan, Luxembourg, Malaysia, Mexico, Myanmar, Netherlands, Oman, Slovakia, Slovenia, South Africa, Spain, Sweden, Switzerland, Thailand, Turkiye, United Kingdom",False,2023-05-31,2023-07-30,,1
120414,https://globaltradealert.org/intervention/120414,75898,https://www.globaltradealert.org/state-act/75898,United States of America: Reclassification of flea drops and consequent increase in the MFN duty,Red,United States of America,National,all,Import tariff,Tariff measures,346,380891,"Australia, Brazil, Canada, China, Colombia, Czechia, Republic of Korea, Denmark, France, Germany, India, Indonesia, Israel, Italy, Japan, Malaysia, Mexico, Netherlands, Poland, Singapore, Spain, Switzerland, Thailand, Turkiye, United Kingdom, Tanzania, Vietnam",False,2023-06-08,2023-06-08,,1
