Intervention ID,Intervention URL,State Act ID,State Act URL,State Act Title,GTA Evaluation,Implementing Jurisdictions,Implementation Level,Eligible Firm,Intervention Type,Mast Chapter,Affected Sectors,Affected Products,Affected Jurisdictions,Is Horizontal,Date Announced,Date Implemented,Date Removed,Is In Force
69139,https://globaltradealert.org/intervention/69139,35280,https://www.globaltradealert.org/state-act/35280,United States of America: Reclassification of portable steam wallpaper strippers resulting in a lower tariff,Green,United States of America,National,all,Import tariff,Tariff measures,448,851679,"Canada, China, Republic of Korea, France, Germany, Hong Kong, India, Indonesia, Italy, Japan, Malaysia, Mexico, Thailand, Ukraine, United Kingdom, Vietnam",False,2018-11-14,2019-01-14,,1
69140,https://globaltradealert.org/intervention/69140,35281,https://www.globaltradealert.org/state-act/35281,United States of America: Reclassification of antistatic storage cases resulting in an increased tariff,Red,United States of America,National,all,Import tariff,Tariff measures,369,392690,"Australia, Austria, Belgium, Brazil, Canada, China, Costa Rica, Czechia, Republic of Korea, Denmark, Dominican Republic, El Salvador, Estonia, Finland, France, Germany, Honduras, Hong Kong, Hungary, India, Indonesia, Ireland, Israel, Italy, Japan, Malaysia, Malta, Mexico, Myanmar, Netherlands, New Zealand, Norway, Panama, Philippines, Poland, Portugal, Republic of Moldova, Romania, Russia, Singapore, Slovakia, Slovenia, South Africa, Spain, Sri Lanka, Sweden, Switzerland, Thailand, Tunisia, Turkiye, United Kingdom, Vietnam",False,2018-11-14,2019-01-14,,1
70334,https://globaltradealert.org/intervention/70334,36275,https://www.globaltradealert.org/state-act/36275,United States of America: Removal of Mauritania from AGOA preferences,Red,United States of America,National,all,Import tariff,Tariff measures,120,270900,Mauritania,False,2019-01-01,2019-01-01,,1
70628,https://globaltradealert.org/intervention/70628,36473,https://www.globaltradealert.org/state-act/36473,United States of America: Termination of trade preferences for India and Turkiye,Red,United States of America,National,all,Import tariff,Tariff measures,"11, 12, 13, 14, 15, 16, 17, 18, 19, 29, 32, 49, 142, 151, 161, 163, 212, 213, 214, 215, 216, 217, 219, 222, 231, 232, 235, 236, 237, 239, 242, 244, 250, 261, 265, 266, 271, 272, 273, 279, 282, 283, 291, 292, 295, 296, 312, 314, 315, 316, 317, 319, 321, 333, 336, 341, 342, 343, 344, 345, 346, 347, 351, 352, 353, 354, 355, 361, 362, 363, 364, 369, 371, 372, 373, 375, 376, 379, 381, 382, 383, 384, 389, 391, 392, 393, 411, 412, 413, 414, 415, 416, 421, 422, 423, 429, 431, 432, 433, 434, 439, 442, 445, 446, 447, 448, 449, 461, 462, 463, 464, 465, 469, 472, 473, 474, 481, 482, 483, 484, 491, 492, 495, 499, 268","30333, 30353, 40490, 40520, 41010, 41090, 50100, 50210, 51199, 60110, 60120, 60210, 60290, 60319, 60390, 60490, 70310, 70320, 70820, 70890, 70960, 70999, 71010, 71021, 71022, 71029, 71030, 71080, 71090, 71140, 71159, 71190, 71231, 71290, 71310, 71320, 71331, 71332, 71333, 71334, 71339, 71350, 71360, 71390, 71410, 71420, 71430, 71440, 71490, 80280, 80291, 80292, 80299, 80310, 80410, 80450, 81090, 81120, 81190, 81310, 81340, 90210, 90220, 90421, 90422, 90822, 91012, 91091, 91099, 100590, 100630, 100710, 100790, 110220, 110290, 110313, 110319, 110412, 110419, 110422, 110423, 110429, 110430, 110510, 110610, 110620, 110630, 110811, 110812, 120770, 120791, 120930, 120991, 120999, 121150, 121160, 121190, 121293, 130190, 130212, 130214, 130219, 140190, 140490, 150500, 150600, 150920, 150930, 150940, 150990, 151010, 151090, 151550, 151560, 151590, 151790, 151800, 152190, 160413, 160415, 160418, 160419, 160510, 170113, 170114, 170191, 170199, 170230, 170240, 170260, 170290, 170310, 170390, 170410, 170490, 180500, 180620, 180631, 180632, 180690, 190120, 190190, 190211, 190219, 190220, 190230, 190240, 190410, 190490, 190590, 200110, 200190, 200290, 200490, 200510, 200520, 200551, 200559, 200580, 200591, 200599, 200600, 200791, 200799, 200811, 200819, 200830, 200899, 200989, 200990, 210112, 210120, 210210, 210220, 210310, 210320, 210390, 210410, 210420, 210610, 210690, 220110, 220210, 220410, 220900, 230690, 240220, 240491, 251110, 251512, 251520, 251612, 251620, 251690, 261100, 271019, 280540, 280620, 281000, 281112, 281119, 281122, 281129, 281290, 281390, 281640, 281810, 281910, 281990, 282010, 282090, 282110, 282300, 282410, 282490, 282510, 282530, 282550, 282590, 282619, 282690, 282731, 282735, 282739, 282749, 282759, 282760, 282810, 282919, 282990, 283090, 283110, 283190, 283210, 283220, 283230, 283311, 283321, 283324, 283325, 283327, 283329, 283330, 283340, 283410, 283429, 283510, 283522, 283524, 283529, 283539, 283620, 283640, 283660, 283691, 283699, 283720, 283919, 283990, 284011, 284019, 284020, 284150, 284161, 284169, 284170, 284190, 284290, 284390, 284430, 284610, 284690, 284700, 284920, 284990, 285000, 285210, 285290, 290312, 290319, 290322, 290323, 290329, 290341, 290342, 290343, 290344, 290345, 290346, 290347, 290348, 290349, 290351, 290359, 290361, 290369, 290371, 290376, 290379, 290381, 290391, 290410, 290420, 290512, 290514, 290516, 290519, 290522, 290529, 290531, 290532, 290539, 290542, 290543, 290544, 290545, 290549, 290559, 290613, 290619, 290629, 290711, 290712, 290715, 290719, 290729, 290819, 290899, 290911, 290919, 290920, 290930, 290943, 290944, 290949, 290950, 290960, 291050, 291090, 291100, 291219, 291229, 291241, 291242, 291249, 291300, 291419, 291422, 291423, 291429, 291431, 291439, 291440, 291450, 291462, 291469, 291511, 291512, 291513, 291521, 291524, 291529, 291531, 291539, 291540, 291550, 291560, 291570, 291590, 291612, 291614, 291615, 291619, 291620, 291631, 291634, 291639, 291711, 291712, 291713, 291719, 291732, 291733, 291734, 291735, 291737, 291739, 291811, 291813, 291814, 291815, 291816, 291817, 291819, 291821, 291822, 291823, 291829, 291830, 291899, 291990, 292021, 292022, 292023, 292024, 292029, 292030, 292090, 292111, 292112, 292113, 292114, 292119, 292121, 292129, 292130, 292142, 292159, 292211, 292216, 292217, 292218, 292219, 292229, 292239, 292241, 292242, 292249, 292250, 292310, 292320, 292330, 292340, 292390, 292419, 292421, 292425, 292429, 292511, 292519, 292529, 292640, 292690, 292700, 292800, 292990, 293010, 293020, 293030, 293060, 293070, 293090, 293110, 293141, 293142, 293143, 293144, 293145, 293146, 293147, 293148, 293149, 293151, 293152, 293153, 293154, 293159, 293190, 293211, 293214, 293219, 293220, 293296, 293299, 293311, 293319, 293321, 293329, 293334, 293335, 293336, 293337, 293339, 293349, 293359, 293369, 293379, 293392, 293399, 293410, 293420, 293492, 293499, 293890, 293980, 294000, 294200, 320210, 320290, 320300, 320418, 320419, 320490, 320611, 320619, 320620, 320641, 320649, 320710, 320820, 320890, 320910, 321000, 321210, 321290, 321310, 321390, 321410, 321511, 321519, 321590, 330112, 330113, 330119, 330129, 330210, 330710, 330720, 330730, 330741, 330749, 330790, 340130, 340231, 340239, 340241, 340242, 340249, 340250, 340290, 340319, 350110, 350190, 350300, 350400, 350510, 350610, 350691, 350699, 360690, 370199, 370790, 380110, 380190, 380210, 380610, 380690, 380700, 380859, 380861, 380862, 380869, 380891, 380892, 380893, 380899, 380991, 380993, 381210, 381220, 381400, 381590, 381600, 382311, 382319, 382430, 390110, 390120, 390130, 390140, 390190, 390210, 390220, 390230, 390311, 390319, 390320, 390330, 390390, 390421, 390422, 390461, 390469, 390490, 390512, 390529, 390599, 390610, 390690, 390721, 390729, 390730, 390750, 390791, 390799, 390810, 390890, 390910, 390920, 390940, 390950, 391000, 391120, 391190, 391211, 391220, 391231, 391239, 391290, 391310, 391390, 391400, 391610, 391620, 391690, 391721, 391722, 391723, 391729, 391731, 391732, 391733, 391739, 391740, 391810, 391890, 391910, 391990, 392010, 392020, 392030, 392043, 392049, 392051, 392059, 392061, 392063, 392069, 392071, 392073, 392079, 392092, 392094, 392099, 392111, 392112, 392113, 392114, 392119, 392190, 392210, 392220, 392310, 392321, 392329, 392330, 392340, 392350, 392390, 392410, 392490, 392510, 392520, 392530, 392590, 392610, 392620, 392630, 392640, 392690, 400690, 400811, 400819, 400829, 400911, 400912, 400921, 400922, 400931, 400932, 400941, 400942, 401011, 401012, 401019, 401031, 401032, 401034, 401036, 401039, 401110, 401120, 401212, 401290, 401310, 401390, 401490, 401519, 401691, 401692, 401693, 401694, 401695, 401699, 401700, 410120, 410150, 410190, 410411, 410441, 410449, 410621, 410622, 410711, 410712, 410719, 410791, 410792, 410799, 411200, 411310, 411410, 420100, 420211, 420212, 420221, 420222, 420229, 420231, 420232, 420239, 420291, 420292, 420299, 420310, 420321, 420330, 420340, 420500, 430219, 430310, 440922, 440929, 441114, 441193, 441210, 441231, 441233, 441234, 441241, 441242, 441249, 441291, 441292, 441299, 441300, 441410, 441490, 441510, 441520, 441700, 441811, 441819, 441821, 441829, 441879, 442011, 442019, 442090, 450390, 460121, 460129, 460199, 460211, 460212, 460219, 460290, 500710, 500790, 510310, 510320, 520831, 520832, 520852, 520931, 520941, 530121, 531100, 540419, 560729, 560749, 560790, 560890, 570292, 570321, 570329, 570331, 570339, 590310, 590390, 591000, 591140, 611610, 611693, 611710, 611780, 620439, 620449, 621390, 621410, 621600, 621710, 630499, 630790, 640590, 640690, 650200, 650400, 650699, 660110, 660199, 660200, 660320, 660390, 670100, 670210, 670290, 680100, 680210, 680221, 680223, 680229, 680291, 680292, 680299, 680422, 680610, 681011, 681019, 681410, 681490, 690911, 690912, 690919, 690990, 691010, 691090, 691110, 691190, 691200, 691390, 691410, 691490, 700220, 700239, 700312, 700319, 700490, 700529, 700600, 700711, 700719, 700721, 700800, 700910, 700991, 700992, 701020, 701090, 701190, 701310, 701341, 701391, 701399, 701400, 701610, 701690, 701710, 701720, 701790, 701810, 701890, 701911, 701912, 701913, 701914, 701915, 701919, 701962, 701969, 701972, 701973, 701980, 701990, 702000, 710310, 710399, 710491, 710499, 710691, 710692, 710700, 711311, 711319, 711320, 711411, 711419, 711420, 711590, 711610, 711620, 711711, 711719, 711790, 720221, 720230, 720241, 720249, 730711, 730719, 730721, 730722, 730723, 730729, 730791, 730792, 730793, 730799, 731589, 731590, 731812, 731813, 731815, 731819, 731821, 731824, 731829, 731940, 731990, 732010, 732020, 732090, 732111, 732181, 732182, 732391, 732393, 732394, 732399, 732410, 732599, 732619, 732620, 732690, 740311, 740319, 740329, 740710, 740721, 740729, 740819, 740821, 740822, 740829, 740911, 740919, 740921, 740929, 740990, 741012, 741021, 741110, 741121, 741122, 741129, 741210, 741220, 741300, 741510, 741521, 741529, 741533, 741539, 741810, 741820, 741920, 741980, 750511, 750512, 750521, 750522, 750610, 750620, 750712, 750720, 750890, 760110, 760120, 760320, 760410, 760421, 760429, 760519, 760611, 760612, 760691, 760692, 760711, 760719, 760720, 760810, 760820, 760900, 761010, 761090, 761210, 761290, 761300, 761410, 761490, 761510, 761520, 761610, 761691, 761699, 780110, 780191, 780199, 780600, 790111, 790112, 790120, 790310, 790400, 790700, 800300, 800700, 810197, 810199, 810296, 810299, 810391, 810399, 810590, 810890, 810991, 810999, 811221, 811239, 811249, 811299, 811300, 820140, 820160, 820320, 820340, 820411, 820412, 820420, 820510, 820520, 820530, 820540, 820551, 820559, 820570, 820713, 820719, 820720, 820730, 820740, 820750, 820760, 820770, 820780, 820790, 820900, 821000, 821191, 821192, 821193, 821194, 821195, 821300, 821410, 821420, 821490, 821591, 821599, 830110, 830120, 830130, 830140, 830150, 830160, 830170, 830210, 830220, 830230, 830241, 830242, 830249, 830260, 830300, 830400, 830510, 830590, 830610, 830621, 830630, 830710, 830790, 830810, 830890, 830990, 840290, 840420, 840490, 840610, 840690, 840734, 840820, 840991, 840999, 841090, 841199, 841330, 841391, 841410, 841420, 841440, 841459, 841480, 841490, 841581, 841582, 841590, 841710, 841720, 841780, 841790, 841829, 841950, 841960, 841989, 841990, 842099, 842119, 842123, 842131, 842389, 842390, 842420, 842489, 842490, 843840, 843850, 843890, 844316, 844319, 844519, 844820, 844831, 844833, 844839, 844842, 845011, 845019, 845020, 845090, 845140, 845180, 845190, 845620, 845640, 845650, 845690, 845710, 845720, 845730, 845811, 845819, 845891, 845899, 845929, 845931, 845959, 845970, 846012, 846019, 846029, 846031, 846039, 846040, 846090, 846120, 846140, 846150, 846190, 846211, 846219, 846229, 846232, 846233, 846239, 846242, 846249, 846259, 846261, 846262, 846263, 846269, 846290, 846310, 846390, 846420, 846490, 846510, 846520, 846591, 846594, 846596, 846599, 846610, 846620, 846630, 846692, 846693, 846694, 846711, 846719, 846721, 846890, 847710, 847720, 847730, 847751, 847780, 847790, 847950, 847989, 848010, 848020, 848030, 848041, 848049, 848071, 848079, 848110, 848120, 848130, 848140, 848180, 848190, 848230, 848240, 848250, 848280, 848310, 848320, 848330, 848340, 848350, 848360, 848390, 848410, 848420, 848490, 848790, 850110, 850120, 850131, 850132, 850134, 850140, 850151, 850152, 850153, 850161, 850162, 850163, 850164, 850171, 850172, 850180, 850211, 850212, 850220, 850239, 850240, 850300, 850410, 850431, 850432, 850433, 850434, 850440, 850450, 850490, 850511, 850519, 850520, 850590, 850610, 850650, 850690, 850710, 850720, 850730, 850760, 850780, 850790, 850940, 850980, 850990, 851110, 851120, 851130, 851140, 851150, 851180, 851190, 851210, 851220, 851230, 851240, 851290, 851310, 851390, 851431, 851432, 851439, 851531, 851539, 851590, 851629, 851660, 851679, 851690, 851821, 851822, 851829, 851830, 851840, 851850, 851890, 852290, 852550, 852581, 852692, 852721, 852910, 852990, 853110, 853180, 853190, 853510, 853521, 853529, 853530, 853540, 853590, 853610, 853620, 853630, 853641, 853649, 853650, 853661, 853669, 853690, 853710, 853720, 853810, 853890, 853910, 853922, 853931, 853932, 853939, 853949, 853951, 853990, 854320, 854330, 854340, 854370, 854390, 854411, 854419, 854420, 854430, 854442, 854449, 854460, 854620, 854710, 854790, 860610, 860630, 860712, 860719, 860721, 860729, 860730, 860799, 860800, 870310, 870810, 870821, 870822, 870829, 870840, 870850, 870870, 870880, 870891, 870892, 870893, 870894, 870895, 870899, 871140, 871200, 871500, 871680, 871690, 880400, 900110, 900140, 900150, 900211, 900220, 900311, 900490, 900580, 900590, 900691, 900699, 900791, 901060, 901090, 901180, 901190, 901380, 901390, 901530, 901600, 901720, 901730, 901780, 901790, 902290, 902519, 902580, 902710, 902790, 902810, 902820, 902830, 902890, 902910, 903031, 903032, 903033, 903039, 903084, 903089, 903090, 903120, 903180, 903210, 903289, 903290, 903300, 910229, 910519, 910700, 911220, 911290, 911310, 911320, 911390, 920190, 920210, 920290, 920510, 920590, 920600, 920790, 920890, 920992, 920994, 920999, 930400, 930520, 930599, 930700, 940421, 940429, 940440, 940490, 940511, 940519, 940521, 940529, 940531, 940539, 940541, 940542, 940549, 940550, 940561, 940569, 940591, 940592, 940599, 950631, 950639, 950640, 950651, 950659, 950662, 950669, 950691, 950699, 950720, 950730, 950790, 960190, 960200, 960310, 960329, 960330, 960340, 960390, 960400, 960500, 960621, 960629, 960720, 960810, 960820, 960840, 960860, 960899, 960910, 961000, 961100, 961310, 961380, 961400, 961511, 961519, 961590, 961700, 961800, 961900",India,False,2019-03-04,2019-06-05,,1
70629,https://globaltradealert.org/intervention/70629,36473,https://www.globaltradealert.org/state-act/36473,United States of America: Termination of trade preferences for India and Turkiye,Red,United States of America,National,all,Import tariff,Tariff measures,"11, 12, 14, 19, 29, 32, 151, 212, 213, 214, 216, 217, 231, 232, 235, 236, 237, 239, 242, 244, 266, 271, 272, 273, 279, 282, 283, 291, 292, 295, 296, 312, 314, 315, 316, 317, 319, 341, 342, 343, 346, 347, 351, 352, 353, 354, 361, 362, 363, 364, 369, 371, 372, 373, 375, 376, 379, 381, 382, 383, 384, 389, 392, 411, 412, 413, 414, 415, 416, 421, 422, 423, 429, 431, 432, 433, 434, 439, 442, 445, 446, 447, 448, 449, 461, 462, 463, 464, 465, 469, 472, 473, 474, 481, 482, 483, 491, 492, 494, 495, 499, 268","100590, 110220, 110423, 110429, 110430, 110610, 110630, 110811, 110812, 120770, 120791, 120991, 121150, 121160, 121190, 140190, 150920, 150930, 150940, 150990, 151010, 151090, 151550, 151560, 151590, 151790, 160414, 160415, 160416, 160418, 160419, 160431, 160558, 170230, 170260, 170290, 170310, 170390, 170410, 170490, 180500, 180620, 180631, 180632, 180690, 190120, 190190, 190219, 190220, 190230, 190410, 190430, 190490, 190590, 200110, 200190, 200510, 200520, 200551, 200559, 200570, 200591, 200599, 200600, 200791, 200799, 200819, 200899, 200939, 200950, 200981, 200989, 200990, 210112, 210210, 210220, 210310, 210320, 210390, 210410, 210690, 220110, 220210, 220421, 220600, 220900, 240491, 251620, 251690, 281122, 281990, 282110, 282690, 283210, 283220, 283321, 283325, 283329, 283340, 283510, 283699, 283990, 284011, 284130, 284290, 290341, 290342, 290343, 290344, 290345, 290346, 290347, 290348, 290349, 290351, 290359, 290361, 290369, 290512, 290542, 290960, 291241, 291419, 291512, 291570, 291590, 291612, 291614, 291712, 291719, 291734, 291735, 291737, 291739, 292249, 292425, 292429, 320290, 320300, 320619, 320740, 320820, 320890, 320910, 320990, 321000, 321310, 321410, 321519, 321590, 330113, 330124, 330710, 330720, 330730, 330749, 330790, 340130, 340242, 340250, 340290, 350610, 350691, 350699, 360690, 370790, 380861, 380862, 380869, 380891, 380991, 381600, 390110, 390120, 390210, 390230, 390421, 390469, 390521, 390529, 390690, 390730, 390750, 390799, 390810, 390890, 390950, 391000, 391231, 391239, 391290, 391400, 391620, 391690, 391721, 391723, 391729, 391731, 391732, 391739, 391740, 391810, 391890, 391910, 391990, 392010, 392020, 392030, 392043, 392049, 392051, 392059, 392061, 392062, 392063, 392069, 392092, 392099, 392111, 392112, 392113, 392114, 392119, 392190, 392210, 392220, 392290, 392310, 392321, 392329, 392330, 392340, 392350, 392390, 392410, 392490, 392510, 392520, 392530, 392590, 392610, 392620, 392630, 392640, 392690, 400690, 400811, 400819, 400829, 400911, 400912, 400921, 400922, 400931, 400932, 400941, 400942, 401011, 401012, 401031, 401032, 401039, 401110, 401120, 401212, 401290, 401390, 401691, 401693, 401695, 401699, 401700, 410120, 410419, 410441, 410449, 410711, 410712, 410719, 410791, 410792, 410799, 411200, 411310, 411390, 411410, 420100, 420211, 420212, 420221, 420222, 420229, 420231, 420232, 420239, 420291, 420292, 420299, 420310, 420321, 420330, 420500, 420600, 430219, 430220, 430230, 430310, 440922, 440929, 441112, 441113, 441114, 441192, 441300, 441410, 441490, 441520, 441700, 441821, 441829, 442011, 442019, 442090, 460211, 460219, 460290, 510320, 520842, 520852, 560741, 560749, 560890, 570291, 570292, 570299, 570310, 570321, 570329, 570331, 570339, 570390, 590310, 590390, 590610, 591000, 611710, 611780, 620439, 620449, 621390, 621410, 621710, 630299, 630790, 640590, 640620, 640690, 650400, 650500, 650699, 660110, 670210, 670290, 680100, 680210, 680221, 680223, 680229, 680291, 680292, 680293, 680299, 680790, 681011, 681019, 690510, 690919, 690990, 691010, 691090, 691110, 691190, 691200, 691390, 691410, 691490, 700330, 700420, 700510, 700529, 700600, 700711, 700719, 700721, 700729, 700800, 700910, 700991, 700992, 701090, 701310, 701399, 701610, 701690, 701890, 701912, 701962, 701969, 701972, 701973, 701980, 701990, 702000, 710399, 710692, 710812, 710813, 711311, 711319, 711320, 711411, 711419, 711420, 711590, 711620, 711711, 711719, 711790, 720241, 720249, 730711, 730721, 730722, 730729, 730791, 730792, 730793, 730799, 731589, 731590, 731812, 731815, 731819, 731821, 731824, 731829, 731940, 731990, 732020, 732090, 732111, 732181, 732391, 732393, 732394, 732399, 732410, 732591, 732599, 732619, 732620, 732690, 740329, 740721, 740729, 740811, 740821, 740829, 740919, 740921, 740939, 740940, 740990, 741011, 741129, 741220, 741529, 741533, 741539, 741810, 741820, 750512, 750522, 750720, 750890, 760410, 760421, 760429, 760519, 760611, 760612, 760692, 760711, 760719, 760720, 760820, 760900, 761010, 761090, 761100, 761210, 761300, 761490, 761510, 761610, 761699, 780191, 780600, 790400, 790700, 800700, 810411, 810430, 810890, 811239, 811249, 811299, 820320, 820340, 820420, 820510, 820530, 820540, 820551, 820559, 820570, 820719, 820720, 820730, 820750, 820770, 820780, 820790, 820900, 821000, 821191, 821192, 821195, 821410, 821420, 821490, 830120, 830130, 830140, 830150, 830160, 830170, 830210, 830220, 830230, 830241, 830242, 830249, 830260, 830300, 830621, 830630, 830710, 830790, 830810, 830890, 830990, 840120, 840290, 840490, 840991, 840999, 841181, 841199, 841330, 841391, 841410, 841420, 841440, 841459, 841480, 841490, 841510, 841520, 841582, 841583, 841590, 841710, 841720, 841780, 841790, 841829, 841989, 841990, 842010, 842119, 842123, 842131, 842211, 842420, 842489, 843850, 843890, 844316, 844540, 844820, 844842, 844900, 845011, 845012, 845020, 845090, 845121, 845129, 845140, 845180, 845190, 845620, 845630, 845640, 845650, 845690, 845710, 845730, 845811, 845819, 845891, 845899, 845921, 845929, 845959, 845969, 846012, 846019, 846031, 846039, 846090, 846140, 846150, 846190, 846211, 846219, 846222, 846223, 846224, 846225, 846226, 846229, 846232, 846233, 846239, 846242, 846249, 846251, 846259, 846261, 846262, 846263, 846269, 846290, 846310, 846330, 846390, 846420, 846490, 846510, 846520, 846591, 846592, 846593, 846594, 846595, 846596, 846599, 846610, 846620, 846630, 846692, 846693, 846694, 846711, 847710, 847720, 847730, 847740, 847780, 847790, 847950, 847960, 847989, 848030, 848049, 848071, 848079, 848110, 848120, 848130, 848140, 848180, 848190, 848230, 848250, 848280, 848310, 848320, 848330, 848340, 848350, 848360, 848390, 848410, 848420, 848490, 848790, 850110, 850120, 850131, 850132, 850133, 850140, 850151, 850152, 850171, 850172, 850239, 850300, 850410, 850423, 850433, 850434, 850440, 850490, 850511, 850519, 850590, 850650, 850690, 850710, 850730, 850750, 850780, 850790, 850940, 850980, 850990, 851130, 851140, 851150, 851180, 851190, 851220, 851230, 851240, 851290, 851310, 851431, 851432, 851439, 851531, 851539, 851590, 851629, 851631, 851660, 851671, 851679, 851690, 851810, 851830, 852550, 852581, 852582, 852583, 852589, 852692, 852990, 853110, 853180, 853190, 853540, 853590, 853620, 853641, 853650, 853661, 853669, 853690, 853710, 853720, 853810, 853890, 854320, 854340, 854370, 854390, 854411, 854419, 854430, 854442, 854449, 854460, 854710, 854790, 860730, 870210, 870220, 870230, 870240, 870290, 870310, 870810, 870821, 870822, 870829, 870830, 870840, 870850, 870870, 870880, 870891, 870892, 870893, 870894, 870895, 870899, 871150, 871680, 871690, 890311, 890312, 890319, 890321, 890322, 890323, 890331, 890332, 890333, 900311, 900490, 900691, 900699, 900791, 901090, 901120, 901190, 901380, 901390, 901730, 901780, 902000, 902519, 902580, 902910, 903033, 903039, 903084, 903089, 903120, 903180, 903210, 903289, 903290, 911390, 920290, 920600, 920999, 930190, 930320, 930330, 930390, 930400, 930520, 930599, 940421, 940429, 940440, 940490, 940511, 940519, 940521, 940529, 940531, 940539, 940541, 940542, 940549, 940550, 940561, 940569, 940591, 940599, 950631, 950691, 950699, 950730, 960190, 960200, 960329, 960340, 960390, 960500, 960610, 960711, 960719, 960720, 960810, 961000, 961310, 961320, 961400, 961511, 961519, 961800",Turkiye,False,2019-03-04,2019-05-17,,1
70642,https://globaltradealert.org/intervention/70642,36485,https://www.globaltradealert.org/state-act/36485,United States of America: Judicial ruling makes automated pharmacy systems duty-free,Green,United States of America,National,all,Import tariff,Tariff measures,439,842240,"Austria, Belgium, Brazil, Bulgaria, Canada, China, Croatia, Czechia, Republic of Korea, Denmark, Estonia, Finland, France, Germany, Hungary, India, Ireland, Israel, Italy, Japan, Latvia, Malaysia, Mexico, Netherlands, New Zealand, Philippines, Poland, Portugal, San Marino, Serbia, Singapore, Spain, Sweden, Switzerland, Thailand, Turkiye, Ukraine, United Kingdom",False,2019-02-28,2019-02-28,,1
70785,https://globaltradealert.org/intervention/70785,36605,https://www.globaltradealert.org/state-act/36605,United States of America: Reclassification of electronic flashing buttons resulting in the removal of a tariff,Green,United States of America,National,all,Import tariff,Tariff measures,389,711790,"Austria, Canada, China, Republic of Korea, France, Germany, Hong Kong, India, Indonesia, Israel, Italy, Japan, Mexico, Peru, Philippines, Spain, Thailand, United Kingdom, Vietnam",False,2019-03-13,2019-05-13,,1
70786,https://globaltradealert.org/intervention/70786,36606,https://www.globaltradealert.org/state-act/36606,United States of America: Reclassification of feed ingredients resulting in a decreased tariff,Green,United States of America,National,all,Import tariff,Tariff measures,233,230990,"Austria, Belgium, Brazil, Bulgaria, Canada, China, Czechia, Denmark, Ecuador, France, Germany, Honduras, India, Indonesia, Ireland, Italy, Japan, Malaysia, Mexico, Netherlands, New Zealand, Norway, Panama, Russia, Serbia, Spain, Switzerland, Thailand, Turkiye, United Kingdom, Vietnam",False,2019-03-13,2019-05-13,,1
70787,https://globaltradealert.org/intervention/70787,36607,https://www.globaltradealert.org/state-act/36607,United States of America: Reclassification of raffia handbags resulting in an increased tariff,Red,United States of America,National,all,Import tariff,Tariff measures,319,460219,"Bangladesh, Canada, China, Ghana, India, Indonesia, Mexico, Philippines, Vietnam",False,2019-03-13,2019-05-13,,1
70788,https://globaltradealert.org/intervention/70788,36608,https://www.globaltradealert.org/state-act/36608,United States of America: Reclassification of wallpaper strippers resulting in a decreased tariff,Green,United States of America,National,all,Import tariff,Tariff measures,448,851679,"Canada, China, Republic of Korea, France, Germany, Hong Kong, India, Indonesia, Italy, Japan, Malaysia, Mexico, Thailand, Ukraine, United Kingdom, Vietnam",False,2019-03-13,2019-05-13,,1
