hs6_from,hs6_to,relationship
290373,290373,1:1
290374,290374,1:1
290375,290375,1:1
290376,290376,1:1
290377,290377,1:1
290378,290378,1:1
290379,290379,1:1
290381,290381,1:1
290382,290382,1:1
290383,290389,n:1
290389,290389,n:1
290391,290391,1:1
290392,290392,1:1
290393,290399,n:1
290394,290399,n:1
290399,290399,n:1
290410,290410,1:1
290420,290420,1:1
290431,290490,n:1
290432,290490,n:1
290433,290490,n:1
290434,290490,n:1
290435,290490,n:1
290436,290490,n:1
290491,290490,n:1
290499,290490,n:1
290511,290511,1:1
290512,290512,1:1
290513,290513,1:1
290514,290514,1:1
290516,290516,1:1
290517,290517,1:1
290519,290519,1:1
290522,290522,1:1
290529,290529,1:1
290531,290531,1:1
290532,290532,1:1
290539,290539,1:1
290541,290541,1:1
290542,290542,1:1
290543,290543,1:1
290544,290544,1:1
290545,290545,1:1
290549,290549,1:1
290551,290551,1:1
290559,290559,1:1
290611,290611,1:1
290612,290612,1:1
290613,290613,1:1
290619,290619,1:1
290621,290621,1:1
290629,290629,1:1
290711,290711,1:1
290712,290712,1:1
290713,290713,1:1
290715,290715,1:1
290719,290719,1:1
290721,290721,1:1
290722,290722,1:1
290723,290723,1:1
290729,290729,1:1
290811,290811,1:1
290819,290819,1:1
290891,290891,1:1
290892,290892,1:1
290899,290899,1:1
290911,290911,1:1
290919,290919,1:1
290920,290920,1:1
290930,290930,1:1
290941,290941,1:1
290943,290943,1:1
290944,290944,1:1
290949,290949,1:1
290950,290950,1:1
290960,290960,1:1
291010,291010,1:1
291020,291020,1:1
291030,291030,1:1
291040,291040,1:1
291050,291090,n:1
291090,291090,n:1
291100,291100,1:1
291211,291211,1:1
291212,291212,1:1
291219,291219,1:1
291221,291221,1:1
291229,291229,1:1
291241,291241,1:1
291242,291242,1:1
291249,291249,1:1
291250,291250,1:1
291260,291260,1:1
291300,291300,1:1
291411,291411,1:1
291412,291412,1:1
291413,291413,1:1
291419,291419,1:1
291422,291422,1:1
291423,291423,1:1
291429,291429,1:1
291431,291431,1:1
291439,291439,1:1
291440,291440,1:1
291450,291450,1:1
291461,291461,1:1
291462,291469,n:1
291469,291469,n:1
291471,291470,n:1
291479,291470,n:1
291511,291511,1:1
291512,291512,1:1
291513,291513,1:1
291521,291521,1:1
291524,291524,1:1
291529,291529,1:1
291531,291531,1:1
291532,291532,1:1
291533,291533,1:1
291536,291536,1:1
291539,291539,1:1
291540,291540,1:1
291550,291550,1:1
291560,291560,1:1
291570,291570,1:1
291590,291590,1:1
291611,291611,1:1
291612,291612,1:1
291613,291613,1:1
291614,291614,1:1
291615,291615,1:1
291616,291616,1:1
291619,291619,1:1
291620,291620,1:1
291631,291631,1:1
291632,291632,1:1
291634,291634,1:1
291639,291639,1:1
291711,291711,1:1
291712,291712,1:1
291713,291713,1:1
291714,291714,1:1
291719,291719,1:1
291720,291720,1:1
291732,291732,1:1
291733,291733,1:1
291734,291734,1:1
291735,291735,1:1
291736,291736,1:1
291737,291737,1:1
291739,291739,1:1
291811,291811,1:1
291812,291812,1:1
291813,291813,1:1
291814,291814,1:1
291815,291815,1:1
291816,291816,1:1
291817,291819,n:1
291818,291818,1:1
291819,291819,n:1
291821,291821,1:1
291822,291822,1:1
291823,291823,1:1
291829,291829,1:1
291830,291830,1:1
291891,291891,1:1
291899,291899,1:1
291910,291910,1:1
291990,291990,1:1
292011,292011,1:1
292019,292019,1:1
292021,292090,n:1
292022,292090,n:1
292023,292090,n:1
292024,292090,n:1
292029,292090,n:1
292030,292090,n:1
292090,292090,n:1
292111,292111,1:1
292112,292119,n:1
292113,292119,n:1
292114,292119,n:1
292119,292119,n:1
292121,292121,1:1
292122,292122,1:1
292129,292129,1:1
292130,292130,1:1
292141,292141,1:1
292142,292142,1:1
292143,292143,1:1
292144,292144,1:1
292145,292145,1:1
292146,292146,1:1
292149,292149,1:1
292151,292151,1:1
292159,292159,1:1
292211,292211,1:1
292212,292212,1:1
292214,292214,1:1
292215,292213,n:1
292216,292219,n:1
292217,292219,n:1
292218,292219,n:1
292219,292213,n:n
292219,292219,n:n
292221,292221,1:1
292229,292229,1:1
292231,292231,1:1
292239,292239,1:1
292241,292241,1:1
292242,292242,1:1
292243,292243,1:1
292244,292244,1:1
292249,292249,1:1
292250,292250,1:1
292310,292310,1:1
292320,292320,1:1
292330,292390,n:1
292340,292390,n:1
292390,292390,n:1
292411,292411,1:1
292412,292412,1:1
292419,292419,1:1
292421,292421,1:1
292423,292423,1:1
292424,292424,1:1
292425,292429,n:1
292429,292429,n:1
292511,292511,1:1
292512,292512,1:1
292519,292519,1:1
292521,292521,1:1
292529,292529,1:1
292610,292610,1:1
292620,292620,1:1
292630,292630,1:1
292640,292690,n:1
292690,292690,n:1
292700,292700,1:1
292800,292800,1:1
292910,292910,1:1
292990,292990,1:1
293020,293020,1:1
293030,293030,1:1
293040,293040,1:1
293060,293090,n:1
293070,293090,n:1
293080,293050,1:n
293080,293090,n:n
293090,293090,n:1
293110,293110,1:1
293120,293120,1:1
293131,293190,n:1
293132,293190,n:1
293133,293190,n:1
293134,293190,n:1
293135,293190,n:1
293136,293190,n:1
293137,293190,n:1
293138,293190,n:1
293139,293190,n:1
293190,293190,n:1
293211,293211,1:1
293212,293212,1:1
293213,293213,1:1
293214,293219,n:1
293219,293219,n:1
293220,293220,1:1
293291,293291,1:1
293292,293292,1:1
293293,293293,1:1
293294,293294,1:1
293295,293295,1:1
293299,293299,1:1
293311,293311,n:1
293319,293319,n:1
293321,293321,n:1
293329,293329,n:1
293331,293331,n:1
293332,293332,n:1
293333,293333,n:1
293339,293339,n:1
293341,293341,n:1
293349,293349,n:1
293352,293352,n:1
293353,293353,n:1
293354,293354,n:1
293355,293355,n:1
293359,293359,n:1
293361,293361,n:1
293369,293369,n:1
293371,293371,n:1
293372,293372,n:1
293379,293379,n:1
293391,293391,n:1
293392,293399,n:1
293399,293399,n:1
293410,293410,n:1
293420,293420,n:1
293430,293430,n:1
293491,293491,n:1
293499,293499,n:1
293510,293500,n:1
293520,293500,n:1
293530,293500,n:1
293540,293500,n:1
293550,293500,n:1
293590,293500,n:1
293621,293621,1:1
293622,293622,1:1
293623,293623,1:1
293624,293624,1:1
293625,293625,1:1
293626,293626,1:1
293627,293627,1:1
293628,293628,1:1
293629,293629,1:1
293690,293690,1:1
293711,293711,1:1
293712,293712,1:1
293719,293719,1:1
293721,293721,1:1
293722,293722,1:1
293723,293723,1:1
293729,293729,1:1
293750,293750,1:1
293790,293790,1:1
293810,293810,1:1
293890,293890,1:1
293911,293911,1:1
293919,293919,1:1
293920,293920,1:1
293930,293930,1:1
293941,293941,1:1
293942,293942,1:1
293943,293943,1:1
293944,293944,1:1
293949,293949,1:1
293951,293951,1:1
293959,293959,1:1
293961,293961,1:1
293962,293962,1:1
293963,293963,1:1
293969,293969,1:1
293971,293991,1:1
293979,293999,1:1
293980,293311,n:n
293980,293319,n:n
293980,293321,n:n
293980,293329,n:n
293980,293331,n:n
293980,293332,n:n
293980,293333,n:n
293980,293339,n:n
293980,293341,n:n
293980,293349,n:n
293980,293352,n:n
293980,293353,n:n
293980,293354,n:n
293980,293355,n:n
293980,293359,n:n
293980,293361,n:n
293980,293369,n:n
293980,293371,n:n
293980,293372,n:n
293980,293379,n:n
293980,293391,n:n
293980,293399,n:n
293980,293410,n:n
293980,293420,n:n
293980,293430,n:n
293980,293491,n:n
293980,293499,n:n
294000,294000,1:1
294110,294110,1:1
294120,294120,1:1
294130,294130,1:1
294140,294140,1:1
294150,294150,1:1
294190,294190,1:1
294200,294200,1:1
300120,300120,1:1
300190,300190,1:1
300211,300210,n:1
300212,300210,n:1
300213,300210,n:1
300214,300210,n:1
300215,300210,n:1
300219,300210,n:1
300220,300220,1:1
300230,300230,1:1
300290,300290,1:1
300310,300310,1:1
300320,300320,1:1
300331,300331,1:1
300339,300339,1:1
300341,300340,n:1
300342,300340,n:1
300343,300340,n:1
300349,300340,n:1
300360,300390,n:1
300390,300390,n:1
300410,300410,1:1
300420,300420,1:1
300431,300431,1:1
300432,300432,1:1
300439,300439,1:1
300441,300440,n:1
300442,300440,n:1
300443,300440,n:1
300449,300440,n:1
300450,300450,1:1
300460,300490,n:1
300490,300490,n:1
300510,300510,1:1
300590,300590,1:1
300610,300610,1:1
300620,300620,1:1
300630,300630,1:1
300640,300640,1:1
300650,300650,1:1
300660,300660,1:1
300670,300670,1:1
300691,300691,1:1
300692,300692,1:1
310100,310100,1:1
310210,310210,1:1
310221,310221,1:1
310229,310229,1:1
310230,310230,1:1
310240,310240,1:1
310250,310250,1:1
310260,310260,1:1
310280,310280,1:1
310290,310290,1:1
310311,310310,n:1
310319,310310,n:1
310390,310390,1:1
310420,310420,1:1
310430,310430,1:1
310490,310490,1:1
310510,310510,1:1
310520,310520,1:1
310530,310530,1:1
310540,310540,1:1
310551,310551,1:1
310559,310559,1:1
310560,310560,1:1
310590,310590,1:1
320110,320110,1:1
320120,320120,1:1
320190,320190,1:1
320210,320210,1:1
320290,320290,1:1
320300,320300,1:1
320411,320411,1:1
320412,320412,1:1
320413,320413,1:1
320414,320414,1:1
320415,320415,1:1
320416,320416,1:1
320417,320417,1:1
320419,320419,1:1
320420,320420,1:1
320490,320490,1:1
320500,320500,1:1
320611,320611,1:1
320619,320619,1:1
320620,320620,1:1
320641,320641,1:1
320642,320642,1:1
320649,320649,1:1
320650,320650,1:1
320710,320710,1:1
320720,320720,1:1
320730,320730,1:1
320740,320740,1:1
320810,320810,1:1
320820,320820,1:1
320890,320890,1:1
320910,320910,1:1
320990,320990,1:1
321000,321000,1:1
321100,321100,1:1
321210,321210,1:1
321290,321290,1:1
321310,321310,1:1
321390,321390,1:1
321410,321410,1:1
321490,321490,1:1
321511,321511,1:1
321519,321519,1:1
321590,321590,1:1
330112,330112,1:1
330113,330113,1:1
330119,330119,1:1
330124,330124,1:1
330125,330125,1:1
330129,330129,1:1
330130,330130,1:1
330190,330190,1:1
330210,330210,1:1
330290,330290,1:1
330300,330300,1:1
330410,330410,1:1
330420,330420,1:1
330430,330430,1:1
330491,330491,1:1
330499,330499,1:1
330510,330510,1:1
330520,330520,1:1
330530,330530,1:1
330590,330590,1:1
330610,330610,1:1
330620,330620,1:1
330690,330690,1:1
330710,330710,1:1
330720,330720,1:1
330730,330730,1:1
330741,330741,1:1
330749,330749,1:1
330790,330790,1:1
340111,340111,1:1
340119,340119,1:1
340120,340120,1:1
340130,340130,1:1
340211,340211,1:1
340212,340212,1:1
340213,340213,1:1
340219,340219,1:1
340220,340220,1:1
340290,340290,1:1
340311,340311,1:1
340319,340319,1:1
340391,340391,1:1
340399,340399,1:1
340420,340420,1:1
340490,340490,1:1
340510,340510,1:1
340520,340520,1:1
340530,340530,1:1
340540,340540,1:1
340590,340590,1:1
340600,340600,1:1
340700,340700,1:1
350110,350110,1:1
350190,350190,1:1
350211,350211,1:1
350219,350219,1:1
350220,350220,1:1
350290,350290,1:1
350300,350300,1:1
350400,350400,1:1
350510,350510,1:1
350520,350520,1:1
350610,350610,1:1
350691,350691,1:1
350699,350699,1:1
350710,350710,1:1
350790,350790,1:1
360100,360100,1:1
360200,360200,1:1
360300,360300,1:1
360410,360410,1:1
360490,360490,1:1
360500,360500,1:1
360610,360610,1:1
360690,360690,1:1
370110,370110,1:1
370120,370120,1:1
370130,370130,1:1
370191,370191,1:1
370199,370199,1:1
370210,370210,1:1
370231,370231,1:1
370232,370232,1:1
370239,370239,1:1
370241,370241,1:1
370242,370242,1:1
370243,370243,1:1
370244,370244,1:1
370252,370252,1:1
370253,370253,1:1
370254,370254,1:1
370255,370255,1:1
370256,370256,1:1
370296,370296,1:1
370297,370297,1:1
370298,370298,1:1
370310,370310,1:1
370320,370320,1:1
370390,370390,1:1
370400,370400,1:1
370500,370510,1:n
370500,370590,1:n
370610,370610,1:1
370690,370690,1:1
370710,370710,1:1
370790,370790,1:1
380110,380110,1:1
380120,380120,1:1
380130,380130,1:1
380190,380190,1:1
380210,380210,1:1
380290,380290,1:1
380300,380300,1:1
380400,380400,1:1
380510,380510,1:1
380590,380590,1:1
380610,380610,1:1
380620,380620,1:1
380630,380630,1:1
380690,380690,1:1
380700,380700,1:1
380852,380850,n:1
380859,380850,n:n
380859,380891,n:n
380859,380892,n:n
380859,380893,n:n
380859,380894,n:n
380859,380899,n:n
380861,380891,n:1
380862,380891,n:1
380869,380891,n:1
380891,380891,n:1
380892,380892,n:1
380893,380893,n:1
380894,380894,n:1
380899,380899,n:1
380910,380910,1:1
380991,380991,1:1
380992,380992,1:1
380993,380993,1:1
381010,381010,1:1
381090,381090,1:1
381111,381111,1:1
381119,381119,1:1
381121,381121,1:1
381129,381129,1:1
381190,381190,1:1
381210,381210,1:1
381220,381220,1:1
381231,381230,n:1
381239,381230,n:1
381300,381300,1:1
381400,381400,1:1
381511,381511,1:1
381512,381512,1:1
381519,381519,1:1
381590,381590,1:1
381600,381600,1:1
381700,381700,1:1
381800,381800,1:1
381900,381900,1:1
382000,382000,1:1
382100,382100,1:1
382200,382200,1:1
382311,382311,1:1
382312,382312,1:1
382313,382313,1:1
382319,382319,1:1
382370,382370,1:1
382410,382410,1:1
382430,382430,1:1
382440,382440,1:1
382450,382450,1:1
382460,382460,1:1
382471,382471,1:1
382472,382472,1:1
382473,382473,1:1
382474,382474,1:1
382475,382475,1:1
382476,382476,1:1
382477,382477,1:1
382478,382478,1:1
382479,382479,1:1
382481,382481,1:1
382482,382482,1:1
382483,382483,1:1
382484,382490,n:1
382485,382490,n:1
382486,382490,n:1
382487,382490,n:1
382488,382490,n:1
382491,382490,n:1
382499,382490,n:1
382510,382510,1:1
382520,382520,1:1
382530,382530,1:1
382541,382541,1:1
382549,382549,1:1
382550,382550,1:1
382561,382561,1:1
382569,382569,1:1
382590,382590,1:1
382600,382600,1:1
390110,390110,1:1
390120,390120,1:1
390130,390130,1:1
390140,390190,n:1
390190,390190,n:1
390210,390210,1:1
390220,390220,1:1
390230,390230,1:1
390290,390290,1:1
390311,390311,1:1
390319,390319,1:1
390320,390320,1:1
390330,390330,1:1
390390,390390,1:1
390410,390410,1:1
390421,390421,1:1
390422,390422,1:1
390430,390430,1:1
390440,390440,1:1
390450,390450,1:1
390461,390461,1:1
390469,390469,1:1
390490,390490,1:1
390512,390512,1:1
390519,390519,1:1
390521,390521,1:1
390529,390529,1:1
390530,390530,1:1
390591,390591,1:1
390599,390599,1:1
390610,390610,1:1
390690,390690,1:1
390710,390710,1:1
390720,390720,1:1
390730,390730,1:1
390740,390740,1:1
390750,390750,1:1
390761,390760,n:1
390769,390760,n:1
390770,390770,1:1
390791,390791,1:1
390799,390799,1:1
390810,390810,1:1
390890,390890,1:1
390910,390910,1:1
390920,390920,1:1
390931,390930,n:1
390939,390930,n:1
390940,390940,1:1
390950,390950,1:1
391000,391000,1:1
391110,391110,1:1
391190,391190,1:1
391211,391211,1:1
391212,391212,1:1
391220,391220,1:1
391231,391231,1:1
391239,391239,1:1
391290,391290,1:1
391310,391310,1:1
391390,391390,1:1
391400,391400,1:1
391510,391510,1:1
391520,391520,1:1
391530,391530,1:1
391590,391590,1:1
391610,391610,1:1
391620,391620,1:1
391690,391690,1:1
391710,391710,1:1
391721,391721,1:1
391722,391722,1:1
391723,391723,1:1
391729,391729,1:1
391731,391731,1:1
391732,391732,1:1
391733,391733,1:1
391739,391739,1:1
391740,391740,1:1
391810,391810,1:1
391890,391890,1:1
391910,391910,1:1
391990,391990,1:1
392010,392010,1:1
392020,392020,1:1
392030,392030,1:1
392043,392043,1:1
392049,392049,1:1
392051,392051,1:1
392059,392059,1:1
392061,392061,1:1
392062,392062,1:1
392063,392063,1:1
392069,392069,1:1
392071,392071,1:1
392073,392073,1:1
392079,392079,1:1
392091,392091,1:1
392092,392092,1:1
392093,392093,1:1
392094,392094,1:1
392099,392099,1:1
392111,392111,1:1
392112,392112,1:1
392113,392113,1:1
392114,392114,1:1
392119,392119,1:1
392190,392190,1:1
392210,392210,1:1
392220,392220,1:1
392290,392290,1:1
392310,392310,1:1
392321,392321,1:1
392329,392329,1:1
392330,392330,1:1
392340,392340,1:1
392350,392350,1:1
392390,392390,1:1
392410,392410,1:1
392490,392490,1:1
392510,392510,1:1
392520,392520,1:1
392530,392530,1:1
392590,392590,1:1
392610,392610,1:1
392620,392620,1:1
392630,392630,1:1
392640,392640,1:1
392690,392690,n:1
400110,400110,1:1
400121,400121,1:1
400122,400122,1:1
400129,400129,1:1
400130,400130,1:1
400211,400211,1:1
400219,400219,1:1
400220,400220,1:1
400231,400231,1:1
400239,400239,1:1
400241,400241,1:1
400249,400249,1:1
400251,400251,1:1
400259,400259,1:1
400260,400260,1:1
400270,400270,1:1
400280,400280,1:1
400291,400291,1:1
400299,400299,1:1
400300,400300,1:1
400400,400400,1:1
400510,400510,1:1
400520,400520,1:1
400591,400591,1:1
400599,400599,1:1
400610,400610,1:1
400690,400690,1:1
400700,400700,1:1
400811,400811,1:1
400819,400819,1:1
400821,400821,1:1
400829,400829,1:1
400911,400911,1:1
400912,400912,1:1
400921,400921,1:1
400922,400922,1:1
400931,400931,1:1
400932,400932,1:1
400941,400941,1:1
400942,400942,1:1
401011,401011,1:1
401012,401012,1:1
401019,401019,1:1
401031,401031,1:1
401032,401032,1:1
401033,401033,1:1
401034,401034,1:1
401035,401035,1:1
401036,401036,1:1
401039,401039,1:1
401110,401110,1:1
401120,401120,1:1
401130,401130,1:1
401140,401140,1:1
401150,401150,1:1
401170,401161,1:n
401170,401192,1:n
401180,401162,1:n
401180,401163,1:n
401180,401193,1:n
401180,401194,1:n
401190,401169,1:n
401190,401199,1:n
401211,401211,1:1
401212,401212,1:1
401213,401213,1:1
401219,401219,1:1
401220,401220,1:1
401290,401290,1:1
401310,401310,1:1
401320,401320,1:1
401390,401390,1:1
401410,401410,1:1
401490,401490,1:1
401511,401511,1:1
401519,401519,1:1
401590,401590,1:1
401610,401610,1:1
401691,401691,1:1
401692,401692,1:1
401693,401693,1:1
401694,401694,1:1
401695,401695,1:1
401699,401699,1:1
401700,401700,1:1
410120,410120,1:1
410150,410150,1:1
410190,410190,1:1
410210,410210,1:1
410221,410221,1:1
410229,410229,1:1
410320,410320,1:1
410330,410330,1:1
410390,410390,1:1
410411,410411,1:1
410419,410419,1:1
410441,410441,1:1
410449,410449,1:1
410510,410510,1:1
410530,410530,1:1
410621,410621,1:1
410622,410622,1:1
410631,410631,1:1
410632,410632,1:1
410640,410640,1:1
410691,410691,1:1
410692,410692,1:1
410711,410711,1:1
410712,410712,1:1
410719,410719,1:1
410791,410791,1:1
410792,410792,1:1
410799,410799,1:1
411200,411200,1:1
411310,411310,1:1
411320,411320,1:1
411330,411330,1:1
411390,411390,1:1
411410,411410,1:1
411420,411420,1:1
411510,411510,1:1
411520,411520,1:1
420100,420100,1:1
420211,420211,1:1
420212,420212,1:1
420219,420219,1:1
420221,420221,1:1
420222,420222,1:1
420229,420229,1:1
420231,420231,1:1
420232,420232,1:1
420239,420239,1:1
420291,420291,1:1
420292,420292,1:1
420299,420299,1:1
420310,420310,1:1
420321,420321,1:1
420329,420329,1:1
420330,420330,1:1
420340,420340,1:1
420500,420500,1:1
420600,420600,1:1
430110,430110,1:1
430130,430130,1:1
430160,430160,1:1
430180,430180,1:1
430190,430190,1:1
430211,430211,1:1
430219,430219,1:1
430220,430220,1:1
430230,430230,1:1
430310,430310,1:1
430390,430390,1:1
430400,430400,1:1
440111,440110,n:1
440112,440110,n:1
440121,440121,1:1
440122,440122,1:1
440131,440131,1:1
440139,440139,n:1
440140,440139,n:1
440210,440210,1:1
440290,440290,1:1
440311,440310,n:1
440312,440310,n:1
440321,440320,n:1
440322,440320,n:1
440323,440320,n:1
440324,440320,n:1
440325,440320,n:1
440326,440320,n:1
440341,440341,1:1
440349,440349,1:n
440349,440399,n:n
440391,440391,1:1
440393,440392,n:1
440394,440392,n:1
440395,440399,n:1
440396,440399,n:1
440397,440399,n:1
440398,440399,n:1
440399,440399,n:1
440410,440410,1:1
440420,440420,1:1
440500,440500,1:1
440611,440610,n:1
440612,440610,n:1
440691,440690,n:1
440692,440690,n:1
440711,440710,n:1
440712,440710,n:1
440719,440710,n:1
440721,440721,1:1
440722,440722,1:1
440725,440725,1:1
440726,440726,1:1
440727,440727,1:1
440728,440728,1:1
440729,440729,1:n
440729,440799,n:n
440791,440791,1:1
440792,440792,1:1
440793,440793,1:1
440794,440794,1:1
440795,440795,1:1
440796,440799,n:1
440797,440799,n:1
440799,440799,n:1
440810,440810,1:1
440831,440831,1:1
440839,440839,1:n
440839,440890,n:n
440890,440890,n:1
440910,440910,1:1
440921,440921,1:1
440922,440929,n:1
440929,440929,n:1
441011,441011,1:1
441012,441012,1:1
441019,441019,1:1
441090,441090,1:1
441112,441112,1:1
441113,441113,1:1
441114,441114,1:1
441192,441192,1:1
441193,441193,1:1
441194,441194,1:1
441210,441210,1:1
441231,441231,1:n
441231,441232,n:n
441233,441232,n:1
441234,441232,n:1
441239,441239,1:1
441294,441294,1:1
441299,441299,1:1
441300,441300,1:1
441400,441400,1:1
441510,441510,1:1
441520,441520,1:1
441600,441600,1:1
441700,441700,1:1
441810,441810,1:1
441820,441820,1:1
441840,441840,1:1
441850,441850,1:1
441860,441860,1:1
441873,441871,n:n
441873,441872,n:n
441873,441879,n:n
441874,441871,n:1
441875,441872,n:1
441879,441879,n:1
441891,441890,n:1
441899,441890,n:1
441911,441900,n:1
441912,441900,n:1
441919,441900,n:1
441990,441900,n:1
442010,442010,1:1
442090,442090,1:1
442110,442110,1:1
442191,442190,n:1
442199,442190,n:1
450110,450110,1:1
450190,450190,1:1
450200,450200,1:1
450310,450310,1:1
450390,450390,1:1
450410,450410,1:1
450490,450490,1:1
460121,460121,1:1
460122,460122,1:1
460129,460129,1:1
460192,460192,1:1
460193,460193,1:1
460194,460194,1:1
460199,460199,1:1
460211,460211,1:1
460212,460212,1:1
460219,460219,1:1
460290,460290,1:1
470100,470100,1:1
470200,470200,1:1
470311,470311,1:1
470319,470319,1:1
470321,470321,1:1
470329,470329,1:1
470411,470411,1:1
470419,470419,1:1
470421,470421,1:1
470429,470429,1:1
470500,470500,1:1
470610,470610,1:1
470620,470620,1:1
470630,470630,1:1
470691,470691,1:1
470692,470692,1:1
470693,470693,1:1
470710,470710,1:1
470720,470720,1:1
470730,470730,1:1
470790,470790,1:1
480100,480100,1:n
480100,480261,n:n
480100,480262,n:n
480210,480210,1:1
480220,480220,1:1
480240,480240,1:1
480254,480254,1:1
480255,480255,1:1
480256,480256,1:1
480257,480257,1:1
480258,480258,1:1
480261,480261,n:1
480262,480262,n:1
480269,480269,1:1
480300,480300,1:1
480411,480411,1:1
480419,480419,1:1
480421,480421,1:1
480429,480429,1:1
480431,480431,1:1
480439,480439,1:1
480441,480441,1:1
480442,480442,1:1
480449,480449,1:1
480451,480451,1:1
480452,480452,1:1
480459,480459,1:1
480511,480511,1:1
480512,480512,1:1
480519,480519,1:1
480524,480524,1:1
480525,480525,1:1
480530,480530,1:1
480540,480540,1:1
480550,480550,1:1
480591,480591,1:1
480592,480592,1:1
480593,480593,1:1
480610,480610,1:1
480620,480620,1:1
480630,480630,1:1
480640,480640,1:1
480700,480700,1:1
480810,480810,1:1
480840,480840,1:1
480890,480890,1:1
480920,480920,1:1
480990,480990,1:1
481013,481013,1:1
481014,481014,1:1
481019,481019,1:1
481022,481022,1:1
481029,481029,1:1
481031,481031,1:1
481032,481032,1:1
481039,481039,1:1
481092,481092,1:1
481099,481099,1:1
481110,481110,1:1
481141,481141,1:1
481149,481149,1:1
481151,481151,1:1
481159,481159,1:1
481160,481160,1:1
481190,481190,1:1
481200,481200,1:1
481310,481310,1:1
481320,481320,1:1
481390,481390,1:1
481420,481420,1:1
481490,481490,1:1
481620,481620,1:1
481690,481690,1:1
481710,481710,1:1
481720,481720,1:1
481730,481730,1:1
481810,481810,1:1
481820,481820,1:1
481830,481830,1:1
481850,481850,1:1
481890,481890,1:1
481910,481910,1:1
481920,481920,1:1
481930,481930,1:1
481940,481940,1:1
481950,481950,1:1
481960,481960,1:1
482010,482010,1:1
482020,482020,1:1
482030,482030,1:1
482040,482040,1:1
482050,482050,1:1
482090,482090,1:1
482110,482110,1:1
482190,482190,1:1
482210,482210,1:1
482290,482290,1:1
482320,482320,1:1
482340,482340,1:1
482361,482361,1:1
482369,482369,1:1
482370,482370,1:1
482390,482390,1:1
490110,490110,1:1
490191,490191,1:1
490199,490199,1:1
490210,490210,1:1
490290,490290,1:1
490300,490300,1:1
490400,490400,1:1
490510,490510,1:1
490591,490591,1:1
490599,490599,1:1
490600,490600,1:1
490700,490700,1:1
490810,490810,1:1
490890,490890,1:1
490900,490900,1:1
491000,491000,1:1
491110,491110,1:1
491191,491191,1:1
491199,491199,1:1
500100,500100,1:1
500200,500200,1:1
500300,500300,1:1
500400,500400,1:1
500500,500500,1:1
500600,500600,1:1
500710,500710,1:1
500720,500720,1:1
500790,500790,1:1
510111,510111,1:1
510119,510119,1:1
510121,510121,1:1
510129,510129,1:1
510130,510130,1:1
510211,510211,1:1
510219,510219,1:1
510220,510220,1:1
510310,510310,1:1
510320,510320,1:1
510330,510330,1:1
510400,510400,1:1
510510,510510,1:1
510521,510521,1:1
510529,510529,1:1
510531,510531,1:1
510539,510539,1:1
510540,510540,1:1
510610,510610,1:1
510620,510620,1:1
510710,510710,1:1
510720,510720,1:1
510810,510810,1:1
510820,510820,1:1
510910,510910,1:1
510990,510990,1:1
511000,511000,1:1
511111,511111,1:1
511119,511119,1:1
511120,511120,1:1
511130,511130,1:1
511190,511190,1:1
511211,511211,1:1
511219,511219,1:1
511220,511220,1:1
511230,511230,1:1
511290,511290,1:1
511300,511300,1:1
520100,520100,1:1
520210,520210,1:1
520291,520291,1:1
520299,520299,1:1
520300,520300,1:1
520411,520411,1:1
520419,520419,1:1
520420,520420,1:1
520511,520511,1:1
520512,520512,1:1
520513,520513,1:1
520514,520514,1:1
520515,520515,1:1
520521,520521,1:1
520522,520522,1:1
520523,520523,1:1
520524,520524,1:1
520526,520526,1:1
520527,520527,1:1
520528,520528,1:1
520531,520531,1:1
520532,520532,1:1
520533,520533,1:1
520534,520534,1:1
520535,520535,1:1
520541,520541,1:1
520542,520542,1:1
520543,520543,1:1
520544,520544,1:1
520546,520546,1:1
520547,520547,1:1
520548,520548,1:1
520611,520611,1:1
520612,520612,1:1
520613,520613,1:1
520614,520614,1:1
520615,520615,1:1
520621,520621,1:1
520622,520622,1:1
520623,520623,1:1
520624,520624,1:1
520625,520625,1:1
520631,520631,1:1
520632,520632,1:1
520633,520633,1:1
520634,520634,1:1
520635,520635,1:1
520641,520641,1:1
520642,520642,1:1
520643,520643,1:1
520644,520644,1:1
520645,520645,1:1
520710,520710,1:1
520790,520790,1:1
520811,520811,1:1
520812,520812,1:1
520813,520813,1:1
520819,520819,1:1
520821,520821,1:1
520822,520822,1:1
520823,520823,1:1
520829,520829,1:1
520831,520831,1:1
520832,520832,1:1
520833,520833,1:1
520839,520839,1:1
520841,520841,1:1
520842,520842,1:1
520843,520843,1:1
520849,520849,1:1
520851,520851,1:1
520852,520852,1:1
520859,520859,1:1
520911,520911,1:1
520912,520912,1:1
520919,520919,1:1
520921,520921,1:1
520922,520922,1:1
520929,520929,1:1
520931,520931,1:1
520932,520932,1:1
520939,520939,1:1
520941,520941,1:1
520942,520942,1:1
520943,520943,1:1
520949,520949,1:1
520951,520951,1:1
520952,520952,1:1
520959,520959,1:1
521011,521011,1:1
521019,521019,1:1
521021,521021,1:1
521029,521029,1:1
521031,521031,1:1
521032,521032,1:1
521039,521039,1:1
521041,521041,1:1
521049,521049,1:1
521051,521051,1:1
521059,521059,1:1
521111,521111,1:1
521112,521112,1:1
