hs6_2012,hts8_2012
621010,62101050
621010,62101070
621010,62101090
621020,62102030
621020,62102050
621020,62102070
621020,62102090
621030,62103030
621030,62103050
621030,62103070
621030,62103090
621040,62104015
621040,62104025
621040,62104028
621040,62104029
621040,62104030
621040,62104035
621040,62104050
621040,62104055
621040,62104070
621040,62104075
621040,62104080
621040,62104090
621050,62105003
621050,62105005
621050,62105012
621050,62105022
621050,62105030
621050,62105035
621050,62105050
621050,62105055
621050,62105070
621050,62105075
621050,62105080
621050,62105090
621111,62111110
621111,62111140
621111,62111180
621112,62111210
621112,62111240
621112,62111280
621120,62112004
621120,62112008
621120,62112015
621120,62112024
621120,62112028
621120,62112034
621120,62112038
621120,62112044
621120,62112048
621120,62112054
621120,62112058
621120,62112064
621120,62112068
621120,62112074
621120,62112078
621132,62113200
621132,62113250
621132,62113290
621133,62113300
621133,62113350
621133,62113390
621139,62113903
621139,62113905
621139,62113907
621139,62113910
621139,62113915
621139,62113930
621139,62113960
621139,62113980
621139,62113990
621142,62114200
621142,62114205
621142,62114210
621143,62114300
621143,62114305
621143,62114310
621149,62114903
621149,62114910
621149,62114915
621149,62114925
621149,62114941
621149,62114950
621149,62114960
621149,62114980
621149,62114990
621210,62121030
621210,62121050
621210,62121070
621210,62121090
621220,62122000
621230,62123000
621290,62129000
621320,62132010
621320,62132020
621390,62139005
621390,62139007
621390,62139010
621390,62139020
621410,62141010
621410,62141020
621420,62142000
621430,62143000
621440,62144000
621490,62149000
621510,62151000
621520,62152000
621590,62159000
621600,62160005
621600,62160008
621600,62160013
621600,62160017
621600,62160019
621600,62160021
621600,62160024
621600,62160026
621600,62160029
621600,62160031
621600,62160033
621600,62160035
621600,62160038
621600,62160041
621600,62160043
621600,62160046
621600,62160054
621600,62160058
621600,62160080
621600,62160090
621710,62171010
621710,62171085
621710,62171095
621790,62179010
621790,62179090
630110,63011000
630120,63012000
630130,63013000
630140,63014000
630190,63019000
630210,63021000
630221,63022130
630221,63022150
630221,63022170
630221,63022190
630222,63022210
630222,63022220
630229,63022900
630231,63023130
630231,63023150
630231,63023170
630231,63023190
630232,63023210
630232,63023220
630239,63023900
630240,63024010
630240,63024020
630251,63025110
630251,63025120
630251,63025130
630251,63025140
630253,63025300
630259,63025910
630259,63025920
630259,63025930
630260,63026000
630291,63029100
630293,63029310
630293,63029320
630299,63029910
630299,63029915
630299,63029920
630312,63031200
630319,63031911
630319,63031921
630391,63039100
630392,63039210
630392,63039220
630399,63039900
630411,63041110
630411,63041120
630411,63041130
630419,63041905
630419,63041910
630419,63041915
630419,63041920
630419,63041930
630491,63049100
630492,63049200
630493,63049300
630499,63049910
630499,63049915
630499,63049925
630499,63049935
630499,63049940
630499,63049960
630510,63051000
630520,63052000
630532,63053200
630533,63053300
630539,63053900
630590,63059000
630612,63061200
630619,63061911
630619,63061921
630622,63062210
630622,63062290
630629,63062911
630629,63062921
630630,63063000
630640,63064041
630640,63064049
630690,63069010
630690,63069050
630710,63071010
630710,63071020
630720,63072000
630790,63079030
630790,63079040
630790,63079050
630790,63079060
630790,63079068
630790,63079072
630790,63079075
630790,63079085
630790,63079089
630790,63079098
630800,63080000
630900,63090000
631010,63101010
631010,63101020
631090,63109010
631090,63109020
640110,64011000
640192,64019230
640192,64019260
640192,64019290
640199,64019910
640199,64019930
640199,64019960
640199,64019980
640199,64019990
640212,64021200
640219,64021905
640219,64021915
640219,64021930
640219,64021950
640219,64021970
640219,64021990
640220,64022000
640291,64029105
640291,64029110
640291,64029116
640291,64029120
640291,64029126
640291,64029130
640291,64029140
640291,64029142
640291,64029150
640291,64029160
640291,64029170
640291,64029180
640291,64029190
640299,64029904
640299,64029908
640299,64029912
640299,64029916
640299,64029919
640299,64029921
640299,64029923
640299,64029925
640299,64029927
640299,64029931
640299,64029932
640299,64029933
640299,64029941
640299,64029949
640299,64029961
640299,64029969
640299,64029971
640299,64029979
640299,64029980
640299,64029990
640312,64031230
640312,64031260
640319,64031910
640319,64031920
640319,64031930
640319,64031940
640319,64031950
640319,64031970
640320,64032000
640340,64034030
640340,64034060
640351,64035111
640351,64035130
640351,64035160
640351,64035190
640359,64035910
640359,64035915
640359,64035930
640359,64035960
640359,64035990
640391,64039111
640391,64039130
640391,64039160
640391,64039190
640399,64039910
640399,64039920
640399,64039940
640399,64039960
640399,64039975
640399,64039990
640411,64041120
640411,64041141
640411,64041149
640411,64041151
640411,64041159
640411,64041161
640411,64041169
640411,64041171
640411,64041175
640411,64041179
640411,64041181
640411,64041185
640411,64041189
640411,64041190
640419,64041915
640419,64041920
640419,64041925
640419,64041930
640419,64041936
640419,64041937
640419,64041939
640419,64041942
640419,64041947
640419,64041949
640419,64041952
640419,64041957
640419,64041959
640419,64041961
640419,64041969
640419,64041972
640419,64041977
640419,64041979
640419,64041982
640419,64041987
640419,64041989
640419,64041990
640420,64042020
640420,64042040
640420,64042060
640510,64051000
640520,64052030
640520,64052060
640520,64052090
640590,64059020
640590,64059090
640610,64061005
640610,64061010
640610,64061020
640610,64061025
640610,64061030
640610,64061035
640610,64061040
640610,64061045
640610,64061050
640610,64061060
640610,64061065
640610,64061070
640610,64061072
640610,64061077
640610,64061085
640610,64061090
640620,64062000
640690,64069010
640690,64069015
640690,64069030
640690,64069060
640690,64069090
650100,65010030
650100,65010060
650100,65010090
650200,65020020
650200,65020040
650200,65020060
650200,65020090
650400,65040030
650400,65040060
650400,65040090
650500,65050001
650500,65050004
650500,65050008
650500,65050015
650500,65050020
650500,65050025
650500,65050030
650500,65050040
650500,65050050
650500,65050060
650500,65050070
650500,65050080
650500,65050090
650610,65061030
650610,65061060
650691,65069100
650699,65069930
650699,65069960
650700,65070000
660110,66011000
660191,66019100
660199,66019900
660200,66020000
660320,66032030
660320,66032090
660390,66039041
660390,66039081
670100,67010030
670100,67010060
670210,67021020
670210,67021040
670290,67029010
670290,67029035
670290,67029065
670300,67030030
670300,67030060
670411,67041100
670419,67041900
670420,67042000
670490,67049000
680100,68010000
680210,68021000
680221,68022110
680221,68022150
680223,68022300
680229,68022910
680229,68022990
680291,68029105
680291,68029115
680291,68029120
680291,68029125
680291,68029130
680292,68029200
680293,68029300
680299,68029900
680300,68030010
680300,68030050
680410,68041000
680421,68042100
680422,68042210
680422,68042240
680422,68042260
680423,68042300
680430,68043000
680510,68051000
680520,68052000
680530,68053010
680530,68053050
680610,68061000
680620,68062000
680690,68069000
680710,68071000
680790,68079000
680800,68080000
680911,68091100
680919,68091900
680990,68099000
681011,68101100
681019,68101912
681019,68101914
681019,68101950
681091,68109100
681099,68109900
681140,68114000
681181,68118100
681182,68118200
681189,68118910
681189,68118990
681280,68128010
681280,68128090
681291,68129110
681291,68129190
681292,68129200
681293,68129300
681299,68129900
681320,68132000
681381,68138100
681389,68138900
681410,68141000
681490,68149000
681510,68151000
681520,68152000
681591,68159100
681599,68159920
681599,68159940
690100,69010000
690210,69021010
690210,69021050
690220,69022010
690220,69022050
690290,69029010
690290,69029050
690310,69031000
690320,69032000
690390,69039000
690410,69041000
690490,69049000
690510,69051000
690590,69059000
690600,69060000
690710,69071000
690790,69079000
690810,69081010
690810,69081020
690810,69081050
690890,69089000
690911,69091120
690911,69091140
690912,69091200
690919,69091910
690919,69091950
690990,69099000
691010,69101000
691090,69109000
691110,69111010
691110,69111015
691110,69111025
691110,69111035
691110,69111037
691110,69111038
691110,69111041
691110,69111045
691110,69111052
691110,69111058
691110,69111060
691110,69111080
691190,69119000
691200,69120010
691200,69120020
691200,69120035
691200,69120039
691200,69120041
691200,69120044
691200,69120045
691200,69120046
691200,69120048
691200,69120050
691310,69131010
691310,69131020
691310,69131050
691390,69139010
691390,69139020
691390,69139030
691390,69139050
691410,69141040
691410,69141080
691490,69149041
691490,69149080
700100,70010010
700100,70010020
700100,70010050
700210,70021010
700210,70021020
700220,70022010
700220,70022050
700231,70023100
700232,70023200
700239,70023900
700312,70031200
700319,70031900
700320,70032000
700330,70033000
700420,70042010
700420,70042020
700420,70042050
700490,70049005
700490,70049010
700490,70049015
700490,70049020
700490,70049025
700490,70049030
700490,70049040
700490,70049050
700510,70051040
700510,70051080
700521,70052110
700521,70052120
700529,70052904
700529,70052908
700529,70052914
700529,70052918
700529,70052925
700530,70053000
700600,70060010
700600,70060020
700600,70060040
700711,70071100
700719,70071900
700721,70072110
700721,70072150
700729,70072900
700800,70080000
700910,70091000
700991,70099110
700991,70099150
700992,70099210
700992,70099250
701010,70101000
701020,70102020
701020,70102030
701090,70109005
701090,70109020
701090,70109030
701090,70109050
701110,70111010
701110,70111050
701120,70112010
701120,70112045
701120,70112085
701190,70119000
701310,70131010
701310,70131050
701322,70132210
701322,70132220
701322,70132230
701322,70132250
701328,70132805
701328,70132810
701328,70132820
701328,70132830
701328,70132840
701328,70132850
701328,70132860
701333,70133310
701333,70133320
701333,70133330
701333,70133350
701337,70133705
701337,70133710
701337,70133720
701337,70133730
701337,70133740
701337,70133750
701337,70133760
701341,70134110
701341,70134120
701341,70134130
701341,70134150
701342,70134210
701342,70134220
701342,70134230
701342,70134240
701349,70134910
701349,70134920
701349,70134930
701349,70134940
701349,70134950
701349,70134960
701391,70139110
701391,70139120
701391,70139130
701391,70139150
701399,70139910
701399,70139920
701399,70139930
701399,70139935
701399,70139940
701399,70139950
701399,70139960
701399,70139970
701399,70139980
701399,70139990
701400,70140010
701400,70140020
701400,70140030
701400,70140050
701510,70151000
701590,70159010
701590,70159020
701590,70159050
701610,70161000
701690,70169010
701690,70169050
701710,70171030
701710,70171060
701720,70172000
701790,70179010
701790,70179050
701810,70181010
701810,70181020
701810,70181050
701820,70182000
701890,70189010
701890,70189050
701911,70191100
701912,70191200
701919,70191905
701919,70191915
701919,70191924
701919,70191928
701919,70191930
701919,70191970
701919,70191990
701931,70193100
701932,70193200
701939,70193910
701939,70193950
701940,70194005
701940,70194015
701940,70194030
701940,70194040
701940,70194070
701940,70194090
701951,70195110
701951,70195190
701952,70195230
701952,70195240
701952,70195270
701952,70195290
701959,70195930
701959,70195940
701959,70195970
701959,70195990
701990,70199010
701990,70199050
702000,70200030
702000,70200040
702000,70200060
710110,71011030
710110,71011060
710121,71012100
710122,71012230
710122,71012260
710210,71021000
710221,71022110
710221,71022130
710221,71022140
710229,71022900
710231,71023100
710239,71023900
710310,71031020
710310,71031040
710391,71039100
710399,71039910
710399,71039950
710410,71041000
710420,71042000
710490,71049010
710490,71049050
710510,71051000
710590,71059000
710610,71061000
710691,71069110
710691,71069150
710692,71069210
710692,71069250
710700,71070000
710811,71081100
710812,71081210
710812,71081250
710813,71081310
710813,71081355
710813,71081370
710820,71082000
710900,71090000
711011,71101100
711019,71101900
711021,71102100
711029,71102900
711031,71103100
711039,71103900
711041,71104100
711049,71104900
711100,71110000
711230,71123000
711291,71129100
711292,71129200
711299,71129900
711311,71131110
711311,71131120
711311,71131150
711319,71131910
711319,71131921
711319,71131925
711319,71131929
711319,71131930
711319,71131950
711320,71132010
711320,71132021
711320,71132025
711320,71132029
711320,71132030
711320,71132050
711411,71141110
711411,71141120
711411,71141130
711411,71141140
711411,71141145
711411,71141150
711411,71141160
711411,71141170
711419,71141900
711420,71142000
711510,71151000
711590,71159005
711590,71159030
711590,71159040
711590,71159060
711610,71161010
711610,71161025
711620,71162005
711620,71162015
711620,71162030
711620,71162035
711620,71162040
711620,71162050
711711,71171100
711719,71171905
711719,71171915
711719,71171920
711719,71171930
711719,71171960
711719,71171990
711790,71179010
711790,71179020
711790,71179030
711790,71179045
711790,71179055
711790,71179060
711790,71179075
711790,71179090
711810,71181000
711890,71189000
720110,72011000
720120,72012000
720150,72015030
720150,72015060
720211,72021110
720211,72021150
720219,72021910
720219,72021950
720221,72022110
720221,72022150
720221,72022175
720221,72022190
720229,72022900
720230,72023000
720241,72024100
720249,72024910
720249,72024950
720250,72025000
720260,72026000
720270,72027000
720280,72028000
720291,72029100
720292,72029200
720293,72029340
720293,72029380
720299,72029910
720299,72029920
720299,72029980
720310,72031000
720390,72039000
720410,72041000
720421,72042100
720429,72042900
720430,72043000
720441,72044100
720449,72044900
720450,72045000
720510,72051000
720521,72052100
720529,72052900
720610,72061000
720690,72069000
720711,72071100
720712,72071200
720719,72071900
720720,72072000
720810,72081015
720810,72081030
720810,72081060
720825,72082530
720825,72082560
720826,72082600
720827,72082700
720836,72083600
720837,72083700
720838,72083800
720839,72083900
720840,72084030
720840,72084060
720851,72085100
720852,72085200
720853,72085300
720854,72085400
720890,72089000
720915,72091500
720916,72091600
720917,72091700
720918,72091815
720918,72091825
720918,72091860
720925,72092500
720926,72092600
720927,72092700
720928,72092800
720990,72099000
721011,72101100
721012,72101200
721020,72102000
721030,72103000
721041,72104100
721049,72104900
721050,72105000
721061,72106100
721069,72106900
721070,72107030
721070,72107060
721090,72109010
721090,72109060
721090,72109090
721113,72111300
721114,72111400
721119,72111915
721119,72111920
721119,72111930
721119,72111945
721119,72111960
721119,72111975
721123,72112315
721123,72112320
721123,72112330
721123,72112345
721123,72112360
721129,72112920
721129,72112945
721129,72112960
721190,72119000
721210,72121000
721220,72122000
721230,72123010
721230,72123030
721230,72123050
721240,72124010
721240,72124050
721250,72125000
721260,72126000
721310,72131000
721320,72132000
721391,72139130
721391,72139145
721391,72139160
721399,72139900
721410,72141000
721420,72142000
721430,72143000
721491,72149100
721499,72149900
721510,72151000
721550,72155000
721590,72159010
721590,72159030
721590,72159050
721610,72161000
721621,72162100
721622,72162200
721631,72163100
721632,72163200
721633,72163300
721640,72164000
721650,72165000
721661,72166100
721669,72166900
721691,72169100
721699,72169900
721710,72171010
721710,72171020
721710,72171030
721710,72171040
721710,72171050
721710,72171060
721710,72171070
721710,72171080
721710,72171090
721720,72172015
721720,72172030
721720,72172045
721720,72172060
721720,72172075
721730,72173015
721730,72173030
721730,72173045
721730,72173060
721730,72173075
721790,72179010
721790,72179050
721810,72181000
721891,72189100
721899,72189900
721911,72191100
721912,72191200
721913,72191300
721914,72191400
721921,72192100
721922,72192200
721923,72192300
721924,72192400
721931,72193100
721932,72193200
721933,72193300
721934,72193400
721935,72193500
721990,72199000
722011,72201100
722012,72201210
722012,72201250
722020,72202010
722020,72202060
722020,72202070
722020,72202080
722020,72202090
722090,72209000
722100,72210000
722211,72221100
722219,72221900
722220,72222000
722230,72223000
722240,72224030
722240,72224060
722300,72230010
722300,72230050
722300,72230090
722410,72241000
722490,72249000
722511,72251100
722519,72251900
722530,72253011
722530,72253030
722530,72253051
722530,72253070
722540,72254011
722540,72254030
722540,72254051
722540,72254070
722550,72255011
722550,72255060
722550,72255070
722550,72255080
722591,72259100
722592,72259200
722599,72259900
722611,72261110
722611,72261190
722619,72261910
722619,72261990
722620,72262000
722691,72269105
722691,72269115
722691,72269125
722691,72269150
722691,72269170
722691,72269180
722692,72269210
722692,72269230
722692,72269250
722692,72269270
722692,72269280
722699,72269901
722710,72271000
722720,72272000
722790,72279010
722790,72279020
722790,72279060
722810,72281000
722820,72282010
722820,72282050
722830,72283020
722830,72283040
722830,72283060
722830,72283080
722840,72284000
722850,72285010
722850,72285050
722860,72286010
722860,72286060
722860,72286080
722870,72287030
722870,72287060
722880,72288000
722920,72292000
722990,72299005
722990,72299010
722990,72299050
722990,72299090
730110,73011000
730120,73012010
730120,73012050
730210,73021010
730210,73021050
730230,73023000
730240,73024000
730290,73029010
730290,73029090
730300,73030000
730411,73041100
730419,73041910
730419,73041950
730422,73042200
730423,73042330
730423,73042360
730424,73042430
730424,73042440
730424,73042460
730429,73042910
730429,73042920
730429,73042931
730429,73042941
730429,73042950
730429,73042961
730431,73043130
730431,73043160
730439,73043900
730441,73044130
730441,73044160
730449,73044900
730451,73045110
730451,73045150
730459,73045910
730459,73045920
730459,73045960
730459,73045980
730490,73049010
730490,73049030
730490,73049050
730490,73049070
730511,73051110
730511,73051150
730512,73051210
730512,73051250
730519,73051910
730519,73051950
730520,73052020
730520,73052040
730520,73052060
730520,73052080
730531,73053120
730531,73053140
730531,73053160
730539,73053910
730539,73053950
730590,73059010
730590,73059050
730611,73061100
730619,73061910
730619,73061951
730621,73062130
730621,73062140
730621,73062180
730629,73062910
730629,73062920
730629,73062931
730629,73062941
730629,73062960
730629,73062981
730630,73063010
730630,73063030
730630,73063050
730640,73064010
730640,73064050
730650,73065010
730650,73065030
730650,73065050
730661,73066110
730661,73066130
730661,73066150
730661,73066170
730669,73066910
730669,73066930
730669,73066950
730669,73066970
730690,73069010
730690,73069050
730711,73071100
730719,73071930
730719,73071990
730721,73072110
730721,73072150
730722,73072210
730722,73072250
730723,73072300
730729,73072900
730791,73079110
730791,73079130
730791,73079150
730792,73079230
730792,73079290
730793,73079330
730793,73079360
730793,73079390
730799,73079910
730799,73079930
730799,73079950
730810,73081000
730820,73082000
730830,73083010
730830,73083050
730840,73084000
730890,73089030
730890,73089060
730890,73089070
730890,73089095
730900,73090000
731010,73101000
731021,73102100
731029,73102900
731100,73110000
731210,73121005
731210,73121010
731210,73121020
731210,73121030
731210,73121050
731210,73121060
731210,73121070
731210,73121080
731210,73121090
731290,73129000
731300,73130000
731412,73141210
731412,73141220
731412,73141230
731412,73141260
731412,73141290
731414,73141410
731414,73141420
731414,73141430
731414,73141460
731414,73141490
731419,73141901
731420,73142000
731431,73143110
731431,73143150
731439,73143900
731441,73144100
731442,73144200
731449,73144930
731449,73144960
731450,73145000
731511,73151100
731512,73151200
731519,73151900
731520,73152010
731520,73152050
731581,73158100
731582,73158210
731582,73158230
731582,73158250
731582,73158270
731589,73158910
731589,73158930
731589,73158950
731590,73159000
731600,73160000
731700,73170010
731700,73170020
731700,73170030
731700,73170055
731700,73170065
731700,73170075
731811,73181100
731812,73181200
731813,73181300
731814,73181410
731814,73181450
731815,73181520
731815,73181540
731815,73181550
731815,73181560
731815,73181580
731816,73181600
731819,73181900
731821,73182100
731822,73182200
731823,73182300
731824,73182400
731829,73182900
731940,73194020
731940,73194030
731940,73194050
731990,73199010
731990,73199090
732010,73201030
732010,73201060
732010,73201090
732020,73202010
732020,73202050
732090,73209010
732090,73209050
732111,73211110
732111,73211130
732111,73211160
732112,73211200
732119,73211900
732181,73218110
732181,73218150
732182,73218210
732182,73218250
732189,73218900
732190,73219010
732190,73219020
732190,73219040
732190,73219050
732190,73219060
732211,73221100
732219,73221900
732290,73229000
732310,73231000
732391,73239110
732391,73239150
732392,73239200
732393,73239300
732394,73239400
732399,73239910
732399,73239930
732399,73239950
732399,73239970
732399,73239990
732410,73241000
732421,73242110
732421,73242150
732429,73242900
732490,73249000
732510,73251000
732591,73259100
732591,73259100
732599,73259910
732599,73259950
732611,73261100
732619,73261900
732620,73262000
732690,73269010
732690,73269025
732690,73269035
732690,73269045
732690,73269060
732690,73269085
740100,74010000
740200,74020000
740311,74031100
740312,74031200
740313,74031300
740319,74031900
740321,74032100
740322,74032200
740329,74032901
740400,74040030
740400,74040060
740500,74050010
740500,74050060
740610,74061000
740620,74062000
740710,74071015
740710,74071030
740710,74071050
740721,74072115
740721,74072130
740721,74072150
740721,74072170
740721,74072190
740729,74072916
740729,74072934
740729,74072938
740729,74072940
740729,74072950
740811,74081130
740811,74081160
740819,74081900
740821,74082100
740822,74082210
740822,74082250
740829,74082910
740829,74082950
740911,74091110
740911,74091150
740919,74091910
740919,74091950
740919,74091990
740921,74092100
740929,74092900
740931,74093110
740931,74093150
740931,74093190
740939,74093910
740939,74093950
740939,74093990
740940,74094000
740990,74099010
740990,74099050
740990,74099090
741011,74101100
741012,74101200
741021,74102130
741021,74102160
741022,74102200
741110,74111010
741110,74111050
741121,74112110
741121,74112150
741122,74112200
741129,74112910
741129,74112950
741210,74121000
741220,74122000
741300,74130010
741300,74130050
741300,74130090
741510,74151000
741521,74152100
741529,74152900
741533,74153305
741533,74153310
741533,74153380
741539,74153900
741810,74181000
741820,74182010
741820,74182050
741910,74191000
741991,74199100
741999,74199903
741999,74199906
741999,74199909
741999,74199915
741999,74199916
741999,74199930
741999,74199950
750110,75011000
750120,75012000
750210,75021000
750220,75022000
750300,75030000
750400,75040000
750511,75051110
750511,75051130
750511,75051150
750512,75051210
750512,75051230
750512,75051250
750521,75052110
750521,75052150
750522,75052210
750522,75052250
750610,75061005
750610,75061010
750610,75061030
750620,75062005
750620,75062010
750620,75062030
750711,75071100
750712,75071200
750720,75072000
750810,75081000
750890,75089010
750890,75089050
760110,76011030
760110,76011060
760120,76012030
760120,76012060
760120,76012090
760200,76020000
760310,76031000
760320,76032000
760410,76041010
760410,76041030
760410,76041050
760421,76042100
760429,76042910
760429,76042930
760429,76042950
760511,76051100
760519,76051900
760521,76052100
760529,76052900
760611,76061130
760611,76061160
760612,76061230
760612,76061260
760691,76069130
760691,76069160
760692,76069230
760692,76069260
760711,76071130
760711,76071160
760711,76071190
760719,76071910
760719,76071930
760719,76071960
760720,76072010
760720,76072050
760810,76081000
760820,76082000
760900,76090000
761010,76101000
761090,76109000
761100,76110000
761210,76121000
761290,76129010
761290,76129050
761300,76130000
761410,76141010
761410,76141050
761490,76149020
761490,76149040
761490,76149050
761510,76151011
761510,76151020
761510,76151030
761510,76151050
761510,76151071
761510,76151091
761520,76152000
761610,76161010
761610,76161030
761610,76161050
761610,76161070
761610,76161090
761691,76169100
761699,76169910
761699,76169950
780110,78011000
780191,78019100
780199,78019930
780199,78019990
780200,78020000
780411,78041100
780419,78041900
780420,78042000
780600,78060003
780600,78060005
780600,78060080
790111,79011100
790112,79011210
790112,79011250
790120,79012000
790200,79020000
790310,79031000
790390,79039030
790390,79039060
790400,79040000
790500,79050000
790700,79070010
790700,79070020
790700,79070060
800110,80011000
800120,80012000
800200,80020000
800300,80030000
800700,80070010
800700,80070020
800700,80070031
800700,80070032
800700,80070040
800700,80070050
810110,81011000
810194,81019400
810196,81019600
810197,81019700
810199,81019910
810199,81019980
810210,81021000
810294,81029400
810295,81029530
810295,81029560
810296,81029600
810297,81029700
810299,81029900
810320,81032000
810330,81033000
810390,81039000
810411,81041100
810419,81041900
810420,81042000
810430,81043000
810490,81049000
810520,81052030
810520,81052060
810520,81052090
810530,81053000
810590,81059000
810600,81060000
810720,81072000
810730,81073000
810790,81079000
810820,81082000
810830,81083000
810890,81089030
810890,81089060
810920,81092000
810930,81093000
810990,81099000
811010,81101000
811020,81102000
811090,81109000
811100,81110030
811100,81110047
811100,81110049
811100,81110060
811212,81121200
811213,81121300
811219,81121900
811221,81122100
811222,81122200
811229,81122900
811251,81125100
811252,81125200
811259,81125900
811292,81129206
811292,81129210
811292,81129220
811292,81129230
811292,81129240
811292,81129250
811292,81129260
811292,81129265
811292,81129270
811299,81129910
811299,81129920
811299,81129990
811300,81130000
820110,82011000
820130,82013000
820140,82014030
820140,82014060
820150,82015000
820160,82016000
820190,82019030
820190,82019040
820190,82019060
820210,82021000
820220,82022000
820231,82023100
820239,82023900
820240,82024030
820240,82024060
820291,82029130
820291,82029160
820299,82029900
820310,82031030
820310,82031060
820310,82031090
820320,82032020
820320,82032040
820320,82032060
820320,82032080
820330,82033000
820340,82034030
820340,82034060
820411,82041100
820412,82041200
820420,82042000
820510,82051000
820520,82052030
820520,82052060
820530,82053030
820530,82053060
820540,82054000
820551,82055115
820551,82055130
820551,82055145
820551,82055160
820551,82055175
820559,82055910
820559,82055920
820559,82055930
820559,82055945
820559,82055955
820559,82055960
820559,82055970
820559,82055980
820560,82056000
820570,82057000
820590,82059010
820590,82059060
820600,82060000
820713,82071300
820719,82071930
820719,82071960
820720,82072000
820730,82073030
820730,82073060
820740,82074030
820740,82074060
820750,82075020
820750,82075040
820750,82075060
820750,82075080
820760,82076000
820770,82077030
820770,82077060
820780,82078030
820780,82078060
820790,82079015
820790,82079030
820790,82079045
820790,82079060
820790,82079075
820810,82081000
820820,82082000
820830,82083000
820840,82084030
820840,82084060
820890,82089030
820890,82089060
820900,82090000
821000,82100000
821110,82111000
821191,82119110
821191,82119120
821191,82119125
821191,82119130
821191,82119140
821191,82119150
821191,82119180
821192,82119220
821192,82119240
821192,82119260
821192,82119290
821193,82119300
821194,82119410
821194,82119450
821195,82119510
821195,82119550
821195,82119590
821210,82121000
821220,82122000
821290,82129000
821300,82130030
821300,82130060
821300,82130090
821410,82141000
821420,82142030
821420,82142060
821420,82142090
821490,82149030
821490,82149060
821490,82149090
821510,82151000
821520,82152000
821591,82159130
821591,82159160
821591,82159190
821599,82159901
821599,82159905
821599,82159910
821599,82159915
821599,82159920
821599,82159922
821599,82159924
821599,82159926
821599,82159930
821599,82159935
821599,82159940
821599,82159945
821599,82159950
830110,83011020
830110,83011040
830110,83011050
830110,83011060
830110,83011080
830110,83011090
830120,83012000
830130,83013000
830140,83014030
830140,83014060
830150,83015000
830160,83016000
830170,83017000
830210,83021030
830210,83021060
830210,83021090
830220,83022000
830230,83023030
830230,83023060
830241,83024130
830241,83024160
830241,83024190
830242,83024230
830242,83024260
830249,83024920
830249,83024940
830249,83024960
830249,83024980
830250,83025000
830260,83026030
830260,83026090
830300,83030000
830400,83040000
830510,83051000
830520,83052000
830590,83059030
830590,83059060
830610,83061000
830621,83062100
830629,83062900
830630,83063000
830710,83071030
830710,83071060
830790,83079030
830790,83079060
830810,83081000
830820,83082030
830820,83082060
830890,83089030
830890,83089060
830890,83089090
830910,83091000
830990,83099000
831000,83100000
831110,83111000
831120,83112000
831130,83113030
831130,83113060
831190,83119000
840110,84011000
840120,84012000
840130,84013000
840140,84014000
840211,84021100
840212,84021200
840219,84021900
840220,84022000
840290,84029000
840310,84031000
840390,84039000
840410,84041000
840420,84042000
840490,84049000
840510,84051000
840590,84059000
840610,84061010
840610,84061090
840681,84068110
840681,84068190
840682,84068210
840682,84068290
840690,84069020
840690,84069030
840690,84069040
840690,84069045
840690,84069050
840690,84069060
840690,84069070
840690,84069075
840710,84071000
840721,84072100
840729,84072900
840731,84073100
840732,84073210
840732,84073220
840732,84073290
840733,84073310
840733,84073330
840733,84073360
840733,84073390
840734,84073405
840734,84073414
840734,84073418
840734,84073425
840734,84073435
840734,84073444
840734,84073448
840734,84073455
840790,84079010
840790,84079090
840810,84081000
840820,84082010
840820,84082020
840820,84082090
840890,84089010
840890,84089090
840910,84091000
840991,84099110
840991,84099130
840991,84099150
840991,84099192
840991,84099199
840999,84099910
840999,84099991
840999,84099992
840999,84099999
841011,84101100
841012,84101200
841013,84101300
841090,84109000
841111,84111140
841111,84111180
841112,84111240
841112,84111280
841121,84112140
841121,84112180
841122,84112240
841122,84112280
841181,84118140
841181,84118180
841182,84118240
841182,84118280
841191,84119110
841191,84119190
841199,84119910
841199,84119990
841210,84121000
841221,84122100
841229,84122940
841229,84122980
841231,84123100
841239,84123900
841280,84128010
841280,84128090
841290,84129010
841290,84129090
841311,84131100
841319,84131900
841320,84132000
841330,84133010
841330,84133090
841340,84134000
841350,84135000
841360,84136000
841370,84137010
841370,84137020
841381,84138100
841382,84138200
841391,84139110
841391,84139120
841391,84139190
841392,84139200
841410,84141000
841420,84142000
841430,84143040
841430,84143080
841440,84144000
841451,84145130
841451,84145190
841459,84145910
841459,84145915
841459,84145930
841459,84145960
841459,84145965
841460,84146000
841480,84148005
841480,84148016
841480,84148020
841480,84148090
841490,84149010
841490,84149030
841490,84149041
841490,84149090
841510,84151030
841510,84151060
841510,84151090
841520,84152000
841581,84158101
841582,84158201
841583,84158300
841590,84159040
841590,84159080
841610,84161000
841620,84162000
841630,84163000
841690,84169000
841710,84171000
841720,84172000
841780,84178000
841790,84179000
841810,84181000
841821,84182100
841829,84182910
841829,84182920
841830,84183000
841840,84184000
841850,84185000
841861,84186101
841869,84186901
841891,84189100
841899,84189940
841899,84189980
841911,84191100
841919,84191900
841920,84192000
841931,84193100
841932,84193210
841932,84193250
841939,84193901
841940,84194000
841950,84195010
841950,84195050
841960,84196010
841960,84196050
841981,84198150
841981,84198190
841989,84198910
