hs6,hts8,n_h8,s_h8_in_h6,w8_main,W6
252020,25202000,1,1,7152707,7152707
252100,25210000,1,1,7787896,7787896
252210,25221000,1,1,48003020,48003020
252220,25222000,1,1,9483414,9483414
252230,25223000,1,1,165963,165963
252310,25231000,1,1,66345983,66345983
252321,25232100,1,1,97178807,97178807
252329,25232900,1,1,327672452,327672452
252330,25233000,1,1,18894527,18894527
252390,25239000,1,1,13577198,13577198
252490,25249000,1,1,2516462,2516462
252510,25251000,1,1,2111051,2111051
252520,25252000,1,1,14931065,14931065
252530,25253000,1,1,795804,795804
252610,25261000,1,1,13378303,13378303
252620,25262000,1,1,68030842,68030842
252800,25280000,1,1,16166048,16166048
252910,25291000,1,1,341799,341799
252921,25292100,1,1,12530894,12530894
252922,25292200,1,1,130971387,130971387
252930,25293000,1,1,44247389,44247389
253010,25301000,1,1,37880726,37880726
253020,25302010,2,0.6709573010693638,2369010,3530791
253020,25302020,2,0.3290426989306362,1161781,3530791
253090,25309010,3,0.04435288140733033,4171306,94048140
253090,25309020,3,0.015122414967483674,1422235,94048140
253090,25309080,3,0.940524703625186,88454599,94048140
260111,26011100,1,1,151575275,151575275
260112,26011200,1,1,607326295,607326295
260120,26012000,1,1,303444,303444
260200,26020000,1,1,100615698,100615698
260300,26030000,1,1,99461003,99461003
260400,26040000,1,1,15695,15695
260500,26050000,1,1,6220070,6220070
260600,26060000,1,1,401492080,401492080
260700,26070000,1,1,28049520,28049520
260800,26080000,1,1,13705854,13705854
261000,26100000,1,1,103907706,103907706
261100,26110030,2,0.14184756407407065,19433055,136999568
261100,26110060,2,0.8581524359259294,117566513,136999568
261210,26121000,1,1,493815470,493815470
261220,26122000,1,1,26375,26375
261310,26131000,1,1,100073920,100073920
261390,26139000,1,1,198779121,198779121
261400,26140030,2,0.30561151525405705,170346388,557395188
261400,26140060,2,0.694388484745943,387048800,557395188
261510,26151000,1,1,66394900,66394900
261590,26159060,1,1,13728987,13728987
261610,26161000,1,1,7983053,7983053
261690,26169000,1,1,48950537,48950537
261710,26171000,1,1,4774854,4774854
261790,26179000,1,1,25275765,25275765
261800,26180000,1,1,43298468,43298468
261900,26190030,2,7.166287203578855e-4,10527,14689615
261900,26190090,2,0.9992833712796421,14679088,14689615
262011,26201100,1,1,5638992,5638992
262019,26201930,2,0.8182445591120607,17347751,21201181
262019,26201960,2,0.1817554408879392,3853430,21201181
262029,26202900,1,1,805057,805057
262030,26203000,1,1,6123377,6123377
262040,26204000,1,1,14262413,14262413
262091,26209100,1,1,2181,2181
262099,26209910,6,0.021672066093934652,10464176,482841643
262099,26209920,6,1.4812309799053517e-5,7152,482841643
262099,26209930,6,2.6718905022034316e-4,129010,482841643
262099,26209950,6,0.9373915662862575,452611684,482841643
262099,26209975,6,0.001277932442127822,617039,482841643
262099,26209985,6,0.03937643381766059,19012582,482841643
262110,26211000,1,1,983576,983576
262190,26219000,1,1,38597446,38597446
270111,27011100,1,1,36998640,36998640
270112,27011200,1,1,658029801,658029801
270119,27011900,1,1,175305444,175305444
270120,27012000,1,1,877965,877965
270210,27021000,1,1,14965011,14965011
270220,27022000,1,1,1120878,1120878
270300,27030000,1,1,237149376,237149376
270400,27040000,1,1,383783203,383783203
270500,27050000,1,1,70942,70942
270600,27060000,1,1,25080333,25080333
270710,27071000,1,1,310568691,310568691
270720,27072000,1,1,7216342,7216342
270730,27073000,1,1,3447234,3447234
270740,27074000,1,1,17701785,17701785
270750,27075000,1,1,230610212,230610212
270791,27079100,1,1,48299218,48299218
270799,27079910,4,0.0017921997910457157,105003,58588892
270799,27079955,4,0.17579395425330796,10299573,58588892
270799,27079959,4,0.6479401419641115,37962095,58588892
270799,27079990,4,0.17447370399153478,10222221,58588892
270810,27081000,1,1,68353636,68353636
270820,27082000,1,1,7042918,7042918
270900,27090010,2,0.4274818144697463,135007414078,315820251314
270900,27090020,2,0.5725181855302537,180812837236,315820251314
271012,27101215,5,0.5480470001867963,20096229320,36668806349
271012,27101218,5,0.1266389030720832,4643697413,36668806349
271012,27101225,5,0.1212474992963944,4446001072,36668806349
271012,27101245,5,0.20316553907141746,7449837809,36668806349
271012,27101290,5,9.010583733086544e-4,33040735,36668806349
271019,27101906,11,0.6438304590815971,34122601683,52999359073
271019,27101911,11,0.20957413950423603,11107295072,52999359073
271019,27101916,11,0.09117885462244824,4832420856,52999359073
271019,27101924,11,4.936821587589617e-4,26164838,52999359073
271019,27101925,11,3.3037569333400003e-6,175097,52999359073
271019,27101926,11,6.702817094650038e-4,35524501,52999359073
271019,27101930,11,0.03343915813319443,1772253949,52999359073
271019,27101935,11,3.4928362010005245e-4,18511808,52999359073
271019,27101940,11,5.28164462544613e-4,27992378,52999359073
271019,27101945,11,0.018422322818190506,976371302,52999359073
271019,27101990,11,0.0015103501325316867,80047589,52999359073
271020,27102010,1,1,281326919,281326919
271091,27109100,1,1,468410,468410
271099,27109905,8,0.12298654414811527,2165788,17609959
271099,27109910,8,0.1316651560631118,2318618,17609959
271099,27109916,8,0.007181447725119632,126465,17609959
271099,27109921,8,0.004581895960121202,80687,17609959
271099,27109931,8,0.6720831093360297,11835356,17609959
271099,27109939,8,0.004689675881698532,82585,17609959
271099,27109945,8,0.03672643417284504,646751,17609959
271099,27109990,8,0.020085736712958845,353709,17609959
271111,27111100,1,1,1109803283,1109803283
271112,27111200,1,1,1747156997,1747156997
271113,27111300,1,1,339703825,339703825
271114,27111400,1,1,1042090613,1042090613
271119,27111900,1,1,144528968,144528968
271121,27112100,1,1,7511998103,7511998103
271129,27112900,1,1,34142508,34142508
271210,27121000,1,1,14222000,14222000
271220,27122000,1,1,307018313,307018313
271290,27129010,2,0.018249912380627856,2374099,130088241
271290,27129020,2,0.9817500876193721,127714142,130088241
271311,27131100,1,1,125897348,125897348
271312,27131200,1,1,154144469,154144469
271320,27132000,1,1,1169221250,1169221250
271390,27139000,1,1,2872919,2872919
271410,27141000,1,1,19586072,19586072
271490,27149000,1,1,112031726,112031726
271500,27150000,1,1,40636761,40636761
271600,27160000,1,1,1913697975,1913697975
280110,28011000,1,1,64532478,64532478
280120,28012000,1,1,249959725,249959725
280130,28013010,2,0.019764430978647645,76734,3882429
280130,28013020,2,0.9802355690213523,3805695,3882429
280200,28020000,1,1,3878690,3878690
280300,28030000,1,1,288604897,288604897
280410,28041000,1,1,41980881,41980881
280421,28042100,1,1,19375146,19375146
280429,28042900,1,1,26493568,26493568
280430,28043000,1,1,1512326,1512326
280440,28044000,1,1,1085189,1085189
280450,28045000,1,1,9499846,9499846
280461,28046100,1,1,156770557,156770557
280469,28046910,2,0.8324020697652866,428977948,515349449
280469,28046950,2,0.16759793023471342,86371501,515349449
280470,28047000,1,1,41889082,41889082
280480,28048000,1,1,2545722,2545722
280490,28049000,1,1,49476174,49476174
280511,28051100,1,1,15889750,15889750
280512,28051200,1,1,15376646,15376646
280519,28051910,3,0.061222004861844044,1178064,19242493
280519,28051920,3,0.009740681729753,187435,19242493
280519,28051990,3,0.929037313408403,17876994,19242493
280530,28053000,1,1,21936459,21936459
280540,28054000,1,1,4862208,4862208
280610,28061000,1,1,38261742,38261742
280620,28062000,1,1,21036,21036
280700,28070000,1,1,224968451,224968451
280800,28080000,1,1,8394753,8394753
280910,28091000,1,1,7435083,7435083
280920,28092000,1,1,103779718,103779718
281000,28100000,1,1,42849329,42849329
281111,28111100,1,1,230251461,230251461
281119,28111910,3,8.918483787300137e-4,40000,44850673
281119,28111930,3,0.055609533439999886,2494125,44850673
281119,28111960,3,0.9434986181812701,42316548,44850673
281121,28112100,1,1,20069964,20069964
281122,28112210,2,0.2754988599046769,54558833,198036511
281122,28112250,2,0.7245011400953232,143477678,198036511
281129,28112910,4,0.0961164839737693,3910441,40684395
281129,28112920,4,0.032829958513577506,1335667,40684395
281129,28112930,4,0.13505067483490907,5494455,40684395
281129,28112950,4,0.7360028826777442,29943832,40684395
281210,28121010,2,0.004639839873131002,113841,24535545
281210,28121050,2,0.995360160126869,24421704,24535545
281290,28129000,1,1,19127111,19127111
281310,28131000,1,1,971815,971815
281390,28139010,3,0.009014022219561718,29514,3274232
281390,28139020,3,0.01078054334573726,35298,3274232
281390,28139050,3,0.980205434434701,3209420,3274232
281410,28141000,1,1,3593224188,3593224188
281420,28142000,1,1,14939979,14939979
281511,28151100,1,1,21763781,21763781
281512,28151200,1,1,261949555,261949555
281520,28152000,1,1,25209769,25209769
281530,28153000,1,1,1539948,1539948
281610,28161000,1,1,13688216,13688216
281640,28164010,2,0.01013089058056906,54727,5401993
281640,28164020,2,0.989869109419431,5347266,5401993
281700,28170000,1,1,151457637,151457637
281810,28181010,2,0.5630779311895311,97783475,173658866
281810,28181020,2,0.4369220688104689,75875391,173658866
281820,28182000,1,1,649512097,649512097
281830,28183000,1,1,135684463,135684463
281910,28191000,1,1,27777218,27777218
281990,28199000,1,1,10583702,10583702
282010,28201000,1,1,53485043,53485043
282090,28209000,1,1,5723005,5723005
282110,28211000,1,1,185918398,185918398
282120,28212000,1,1,48878,48878
282200,28220000,1,1,51968805,51968805
282300,28230000,1,1,124926815,124926815
282410,28241000,1,1,6283664,6283664
282490,28249010,3,0.4401160082780741,274977,624783
282490,28249020,3,0.0405708862116927,25348,624783
282490,28249050,3,0.5193131055102331,324458,624783
282510,28251000,1,1,38131961,38131961
282520,28252000,1,1,10572531,10572531
282530,28253000,1,1,39086116,39086116
282540,28254000,1,1,10310111,10310111
282550,28255010,3,0.38203559621437894,12916881,33810674
282550,28255020,3,0.5421067323295596,18328994,33810674
282550,28255030,3,0.07585767145606148,2564799,33810674
282560,28256000,1,1,65378920,65378920
282570,28257000,1,1,10575321,10575321
282580,28258000,1,1,172108210,172108210
282590,28259010,6,0.002885380663912666,549360,190394289
282590,28259015,6,0.4065336959765637,77401694,190394289
282590,28259020,6,0.04924958122036948,9376839,190394289
282590,28259030,6,0.3048304143198329,58037970,190394289
282590,28259075,6,0.003459578559102684,658684,190394289
282590,28259090,6,0.2330413492602186,44369742,190394289
282612,28261200,1,1,65358695,65358695
282619,28261910,3,0.39523410879421655,18377147,46496865
282619,28261920,3,0.11404482861371407,5302727,46496865
282619,28261990,3,0.4907210625920694,22816991,46496865
282630,28263000,1,1,5216314,5216314
282690,28269010,2,0.031067300868976137,979748,31536309
282690,28269090,2,0.9689326991310239,30556561,31536309
282710,28271000,1,1,4027090,4027090
282720,28272000,1,1,34170518,34170518
282731,28273100,1,1,17123505,17123505
282732,28273200,1,1,3993917,3993917
282735,28273500,1,1,2578623,2578623
282739,28273910,9,7.841530751089085e-4,64603,82385700
282739,28273925,9,0.05870267534292966,4836261,82385700
282739,28273930,9,0.0187524533990729,1544934,82385700
282739,28273940,9,0.028978475633514068,2387412,82385700
282739,28273945,9,0.026665634934217954,2196867,82385700
282739,28273955,9,0.02373907122231164,1955760,82385700
282739,28273960,9,0.0060445562761498655,497985,82385700
282739,28273965,9,0.017830448730787016,1468974,82385700
282739,28273990,9,0.818502531385908,67432904,82385700
282741,28274100,1,1,1931261,1931261
282749,28274910,2,0.039353891480859965,2398028,60934965
282749,28274950,2,0.96064610851914,58536937,60934965
282751,28275100,1,1,25114579,25114579
282759,28275925,2,0.9915792941803234,65218193,65772040
282759,28275951,2,0.008420705819676568,553847,65772040
282760,28276010,3,0.1579076838926765,3043970,19276896
282760,28276020,3,0.3241110498287691,6247855,19276896
282760,28276051,3,0.5179812662785543,9985071,19276896
282810,28281000,1,1,7523477,7523477
282890,28289000,1,1,24300852,24300852
282911,28291100,1,1,310326039,310326039
282919,28291901,1,1,1300732,1300732
282990,28299005,4,0.01700294824351457,216960,12760140
282990,28299025,4,0.3292435662931598,4201194,12760140
282990,28299040,4,0.05961643054073074,760714,12760140
282990,28299061,4,0.5941370549225949,7581272,12760140
283010,28301000,1,1,7728255,7728255
283090,28309010,4,0.021785086318413027,477032,21897182
283090,28309015,4,0.3304534802697443,7236000,21897182
283090,28309020,4,0.043206107525616766,946092,21897182
283090,28309090,4,0.604555325886226,13238058,21897182
283110,28311010,2,0.17318721095007492,3481308,20101415
283110,28311050,2,0.8268127890499251,16620107,20101415
283190,28319000,1,1,277024,277024
283210,28321000,1,1,13264481,13264481
283220,28322000,1,1,1930512,1930512
283230,28323010,2,0.9743031539884515,3469817,3561332
283230,28323050,2,0.025696846011548487,91515,3561332
283311,28331110,2,0.001290037705875198,13597,10540002
283311,28331150,2,0.9987099622941248,10526405,10540002
283319,28331900,1,1,2053293,2053293
283321,28332100,1,1,14818673,14818673
283322,28332200,1,1,2748069,2748069
283324,28332400,1,1,5444846,5444846
283325,28332500,1,1,93068791,93068791
283327,28332700,1,1,19985303,19985303
283329,28332910,6,0.0431229466550875,5351503,124098732
283329,28332920,6,0.09312726901996066,11556976,124098732
283329,28332930,6,0.002984768611495563,370406,124098732
283329,28332940,6,0.003033471768269155,376450,124098732
283329,28332945,6,0.41165746157664207,51086169,124098732
283329,28332951,6,0.44607408236854507,55357228,124098732
283330,28333000,1,1,3492014,3492014
283340,28334020,2,0.2420223450499129,2265766,9361805
283340,28334060,2,0.7579776549500871,7096039,9361805
283410,28341010,2,0.33423674550309945,2513093,7518901
283410,28341050,2,0.6657632544969005,5005808,7518901
283421,28342100,1,1,112765086,112765086
283429,28342905,4,0.1081401136162885,2693997,24912097
283429,28342910,4,0.1915886486793946,4772875,24912097
283429,28342920,4,0.147217514446897,3667497,24912097
283429,28342951,4,0.5530537232574199,13777728,24912097
283510,28351000,1,1,22352747,22352747
283522,28352200,1,1,17646953,17646953
283524,28352400,1,1,42001568,42001568
283525,28352500,1,1,10159094,10159094
283526,28352600,1,1,52170449,52170449
283529,28352910,3,0.30116187559428115,6859087,22775416
283529,28352930,3,0.15405417841764119,3508648,22775416
283529,28352951,3,0.5447839459880777,12407681,22775416
283531,28353100,1,1,84313567,84313567
283539,28353910,2,0.16560338874531363,15888760,95944655
283539,28353950,2,0.8343966112546863,80055895,95944655
283620,28362000,1,1,2697996,2697996
283630,28363000,1,1,13407929,13407929
283640,28364010,2,0.7460871349369808,11570708,15508521
283640,28364020,2,0.25391286506301924,3937813,15508521
283650,28365000,1,1,22925802,22925802
283660,28366000,1,1,8878532,8878532
283691,28369100,1,1,55823732,55823732
283692,28369200,1,1,9267023,9267023
283699,28369910,5,0.17790885201988027,13562549,76233132
283699,28369920,5,0.0016599213056076457,126541,76233132
283699,28369930,5,0.054378954284601606,4145478,76233132
283699,28369940,5,1.4265450880333763e-4,10875,76233132
283699,28369950,5,0.7659096178811071,58387689,76233132
283711,28371100,1,1,14629700,14629700
283719,28371901,1,1,2414764,2414764
283720,28372010,2,0.1549576263049754,387342,2499664
283720,28372051,2,0.8450423736950247,2112322,2499664
283911,28391100,1,1,2546518,2546518
283919,28391900,1,1,11607932,11607932
283990,28399010,2,0.6891168959524486,18251159,26484852
283990,28399050,2,0.31088310404755143,8233693,26484852
284011,28401100,1,1,844042,844042
284019,28401900,1,1,32442340,32442340
284020,28402000,1,1,9421701,9421701
284030,28403000,1,1,6111636,6111636
284130,28413000,1,1,680746,680746
284150,28415010,2,0.23551251324648273,698280,2964938
284150,28415091,2,0.7644874867535173,2266658,2964938
284161,28416100,1,1,4609002,4609002
284169,28416900,1,1,1548766,1548766
284170,28417010,2,0.9522167006601502,14898512,15646136
284170,28417050,2,0.04778329933984979,747624,15646136
284180,28418000,1,1,69341715,69341715
284190,28419010,6,0.08112541036539618,6188830,76287195
284190,28419020,6,0.15062034985032546,11490404,76287195
284190,28419030,6,0.008913763312440573,680006,76287195
284190,28419040,6,0.08267316684012303,6306904,76287195
284190,28419045,6,0.004604481787539835,351263,76287195
284190,28419050,6,0.6720628278441749,51269788,76287195
284210,28421000,1,1,15528298,15528298
284290,28429010,2,0.14470788426052186,6537115,45174560
284290,28429090,2,0.8552921157394782,38637445,45174560
284310,28431000,1,1,2438477,2438477
284321,28432100,1,1,598653,598653
284329,28432901,1,1,4768198,4768198
284330,28433000,1,1,3490834,3490834
284390,28439000,1,1,76235754,76235754
284410,28441010,3,8.236003824083482e-5,11579,140590027
284410,28441020,3,0.9997875169339003,140560154,140590027
284410,28441050,3,1.3012302785886796e-4,18294,140590027
284420,28442000,1,1,3683865136,3683865136
284430,28443010,3,0.941028539135349,299727,318510
284430,28443020,3,0.019999372076229947,6370,318510
284430,28443050,3,0.03897208878842109,12413,318510
284440,28444000,1,1,282755485,282755485
284450,28445000,1,1,286712,286712
284510,28451000,1,1,19072328,19072328
284590,28459000,1,1,44163695,44163695
284610,28461000,1,1,69928540,69928540
284690,28469020,3,0.12168489679108371,53238114,437507985
284690,28469040,3,0.013409732396084154,5866865,437507985
284690,28469080,3,0.8649053708128321,378403006,437507985
284700,28470000,1,1,79350995,79350995
284800,28480010,2,0.0069459584591199984,60565,8719459
284800,28480090,2,0.99305404154088,8658894,8719459
284910,28491000,1,1,26142233,26142233
284920,28492010,2,0.49404175375940307,61986328,125467792
284920,28492020,2,0.5059582462405969,63481464,125467792
284990,28499010,4,0.17367555427268394,27512889,158415438
284990,28499020,4,0.022736919112643555,3601879,158415438
284990,28499030,4,0.5409256830132931,85690979,158415438
284990,28499050,4,0.2626618436013793,41609691,158415438
285000,28500005,5,0.015469497466019519,551653,35660693
285000,28500007,5,0.09891877311526166,3527512,35660693
285000,28500010,5,0.004220977982676893,150523,35660693
285000,28500020,5,0.03317184553872803,1182931,35660693
285000,28500050,5,0.8482189058973139,30248074,35660693
285210,28521010,2,0.24418948011337108,193506,792442
285210,28521090,2,0.755810519886629,598936,792442
285290,28529090,1,1,14876780,14876780
285300,28530000,1,1,72558320,72558320
290110,29011010,4,0.6965658524048445,413374999,593447120
290110,29011030,4,0.0021441944144913873,1272466,593447120
290110,29011040,4,0.007324556567061948,4346737,593447120
290110,29011050,4,0.2939653966136022,174452918,593447120
290121,29012100,1,1,6889293,6889293
290122,29012200,1,1,396206223,396206223
290123,29012300,1,1,38181559,38181559
290124,29012410,3,0.8021560998003022,667482036,832109905
290124,29012420,3,0.19428291386580718,161664737,832109905
290124,29012450,3,0.0035609863338905935,2963132,832109905
290129,29012910,2,0.5303722615381709,283317491,534186102
290129,29012950,2,0.46962773846182915,250868611,534186102
290211,29021100,1,1,16547623,16547623
290219,29021900,1,1,86585361,86585361
290220,29022000,1,1,1595455765,1595455765
290230,29023000,1,1,231754486,231754486
290241,29024100,1,1,31536218,31536218
290242,29024200,1,1,22207195,22207195
290243,29024300,1,1,380411064,380411064
290244,29024400,1,1,16532215,16532215
290250,29025000,1,1,695882800,695882800
290260,29026000,1,1,27819035,27819035
290270,29027000,1,1,6376602,6376602
290290,29029010,6,0.0013157269981654118,167814,127544696
290290,29029020,6,0.05256393413646931,6704251,127544696
290290,29029030,6,0.25585781317005923,32633307,127544696
290290,29029040,6,0.001373761555713771,175216,127544696
290290,29029060,6,0.056528904973045684,7209962,127544696
290290,29029090,6,0.6323598591665466,80654146,127544696
290311,29031100,1,1,18210,18210
290312,29031200,1,1,6835492,6835492
290313,29031300,1,1,5965893,5965893
290314,29031400,1,1,508345,508345
290319,29031905,4,0.620140685512069,16180330,26091386
290319,29031910,4,0.056554680537093734,1475590,26091386
290319,29031930,4,0.043430119043886745,1133152,26091386
290319,29031960,4,0.27987451490695053,7302314,26091386
290321,29032100,1,1,1493771,1493771
290322,29032200,1,1,1169123,1169123
290323,29032300,1,1,9860322,9860322
290329,29032900,1,1,27593017,27593017
290331,29033100,1,1,206623,206623
290339,29033915,2,0.07754577368993418,22374540,288533326
290339,29033920,2,0.9224542263100658,266158786,288533326
290371,29037100,1,1,37812966,37812966
290372,29037200,1,1,21012943,21012943
290373,29037300,1,1,6388,6388
290374,29037400,1,1,414173,414173
290375,29037500,1,1,2803448,2803448
290376,29037600,1,1,782844,782844
290377,29037700,1,1,9417140,9417140
290378,29037800,1,1,6020703,6020703
290379,29037910,2,0.003959301446068908,86396,21821021
290379,29037990,2,0.9960406985539311,21734625,21821021
290381,29038100,1,1,240318,240318
290389,29038905,7,0.010686702485785349,200218,18735246
290389,29038911,7,0.0010794627409749518,20224,18735246
290389,29038915,7,0.03534263708093291,662153,18735246
290389,29038920,7,0.111985932824154,2098084,18735246
290389,29038930,7,0.10609612491877608,1987737,18735246
290389,29038940,7,0.011646017351466855,218191,18735246
290389,29038970,7,0.7231631225979098,13548639,18735246
290391,29039110,3,0.388602745267422,29580249,76119506
290391,29039120,3,0.019355984785292747,1473368,76119506
290391,29039130,3,0.5920412699472852,45065889,76119506
290392,29039200,1,1,106713,106713
290399,29039905,8,2.8156072315241635e-4,39173,139128070
290399,29039908,8,0.5195801968646586,72288190,139128070
290399,29039910,8,0.1466202686488787,20398995,139128070
290399,29039915,8,0.004154826556567628,578053,139128070
290399,29039920,8,0.03197508597653946,4448632,139128070
290399,29039923,8,0.0018966050488589399,263871,139128070
290399,29039930,8,5.732128678274629e-5,7975,139128070
290399,29039980,8,0.29543413489456155,41103181,139128070
290410,29041004,7,0.0037754765812449465,123644,32749243
290410,29041008,7,0.10587676789964275,3467384,32749243
290410,29041010,7,0.03451160687897427,1130229,32749243
290410,29041015,7,0.0023196566711480935,75967,32749243
290410,29041032,7,0.07065943478449258,2314043,32749243
290410,29041037,7,0.17357182882059288,5684346,32749243
290410,29041050,7,0.6092852283639044,19953630,32749243
290420,29042010,6,0.0976138871099689,1196679,12259311
290420,29042020,6,0.4315709096538949,5290762,12259311
290420,29042035,6,0.007992945117388734,97988,12259311
290420,29042040,6,6.863354718711353e-4,8414,12259311
290420,29042045,6,0.016644573255381157,204051,12259311
290420,29042050,6,0.44549134939149515,5461417,12259311
290490,29049004,8,0.0067992432533343335,117421,17269716
290490,29049008,8,0.004000123684720698,69081,17269716
290490,29049015,8,1.9687642807791395e-4,3400,17269716
290490,29049020,8,0.1203173810154145,2077847,17269716
290490,29049030,8,0.0013273524590676534,22923,17269716
290490,29049040,8,0.02096745539996141,362102,17269716
290490,29049047,8,0.10076928885223127,1740257,17269716
290490,29049050,8,0.7456222789071922,12876685,17269716
290511,29051110,2,8.574024564377847e-4,1346871,1570873736
290511,29051120,2,0.9991425975435622,1569526865,1570873736
290512,29051200,1,1,117376209,117376209
290513,29051300,1,1,7595440,7595440
290514,29051410,2,0.6059000165059868,47015471,77596088
290514,29051450,2,0.39409998349401326,30580617,77596088
290516,29051600,1,1,53370458,53370458
290517,29051700,1,1,39636377,39636377
290519,29051910,2,0.009763145675244661,818283,83813458
290519,29051990,2,0.9902368543247554,82995175,83813458
290522,29052210,3,0.12825544244028497,4275083,33332566
290522,29052220,3,0.0023924050731647844,79745,33332566
290522,29052250,3,0.8693521524865503,28977738,33332566
290529,29052910,2,0.004789155222487619,195929,40910973
290529,29052990,2,0.9952108447775124,40715044,40910973
290531,29053100,1,1,1021764362,1021764362
290532,29053200,1,1,26632304,26632304
290539,29053910,4,0.16521304886720242,10396857,62929999
290539,29053920,4,0.17683473981939837,11128210,62929999
290539,29053960,4,0.12919056299365267,8129962,62929999
290539,29053990,4,0.5287616483197465,33274970,62929999
290541,29054100,1,1,10532968,10532968
290542,29054200,1,1,61468196,61468196
290543,29054300,1,1,22023625,22023625
290544,29054400,1,1,10807716,10807716
290545,29054500,1,1,96695839,96695839
290549,29054910,5,0.45278836049484195,13703172,30263967
290549,29054920,5,0.0013755632234201153,41630,30263967
290549,29054930,5,0.376335825372794,11389415,30263967
290549,29054940,5,0.05577021677296965,1687828,30263967
290549,29054950,5,0.11373003413597431,3441922,30263967
290551,29055100,1,1,3995,3995
290559,29055910,3,0.46837746533699404,15083730,32204218
290559,29055930,3,0.15556847242805275,5009961,32204218
290559,29055990,3,0.3760540622349532,12110527,32204218
290611,29061100,1,1,149497934,149497934
290612,29061200,1,1,1195402,1195402
290613,29061310,2,0.6957554426221179,17007659,24444881
290613,29061350,2,0.3042445573778821,7437222,24444881
290619,29061910,3,0.2520630645389652,15639975,62047865
290619,29061930,3,0.07750382708575065,4808947,62047865
290619,29061950,3,0.6704331083752841,41598943,62047865
290621,29062100,1,1,22801090,22801090
290629,29062910,4,0.26209997295370163,2664967,10167750
290629,29062920,4,0.5255657347987509,5343821,10167750
290629,29062930,4,0.0032775196085663002,33325,10167750
290629,29062960,4,0.2090567726389811,2125637,10167750
290711,29071100,1,1,1145634,1145634
290712,29071200,1,1,11262847,11262847
290713,29071300,1,1,1467177,1467177
290715,29071510,3,0.08826645121721165,488017,5528907
290715,29071530,3,0.8979966564820135,4964940,5528907
290715,29071560,3,0.013736892300774819,75950,5528907
290719,29071910,5,0.14378580317226622,4640873,32276295
290719,29071920,5,0.1570668814372901,5069537,32276295
290719,29071940,5,0.06849398296799555,2210732,32276295
290719,29071961,5,0.09631151902657972,3108579,32276295
290719,29071980,5,0.5343418133958684,17246574,32276295
290721,29072100,1,1,9586359,9586359
290722,29072210,2,0.4268960846970114,1174424,2751077
290722,29072250,2,0.5731039153029887,1576653,2751077
290723,29072300,1,1,24983514,24983514
290729,29072905,5,0.0456206253830927,3031013,66439532
290729,29072910,5,0.018765213457554157,1246752,66439532
290729,29072915,5,0.022904977717181994,1521796,66439532
290729,29072925,5,0.08961908401160923,5954250,66439532
290729,29072990,5,0.8230900994305619,54685721,66439532
290811,29081100,1,1,8685434,8685434
290819,29081905,7,0.19317687656748522,4335198,22441599
290819,29081910,7,0.0038303420357880917,85959,22441599
290819,29081915,7,0.08025363968048801,1801020,22441599
290819,29081920,7,0.009756345793363477,218948,22441599
290819,29081925,7,0.2622147824671495,5884519,22441599
290819,29081935,7,0.058680889895590775,1316893,22441599
290819,29081960,7,0.3920871235601349,8799062,22441599
290891,29089100,1,1,1280980,1280980
290899,29089903,8,0.03569904454600004,473391,13260607
290899,29089909,8,0.026553912652716425,352121,13260607
290899,29089912,8,0.021224518606124138,281450,13260607
290899,29089915,8,0.6073272513090842,8053528,13260607
290899,29089920,8,4.597074628635024e-4,6096,13260607
290899,29089925,8,0.2632793506360606,3491244,13260607
290899,29089980,8,0.0030419421976686286,40338,13260607
290899,29089990,8,0.042414272589482514,562439,13260607
290911,29091100,1,1,1979018,1979018
290919,29091914,4,0.12180580685805648,12454987,102252818
290919,29091918,4,0.8343829604774315,85318009,102252818
290919,29091930,4,0.003984222713549078,407398,102252818
290919,29091960,4,0.039827009950962916,4072424,102252818
290920,29092000,1,1,6982443,6982443
290930,29093005,8,0.001845823821341717,152969,82873023
290930,29093007,8,0.16552031654498714,13717169,82873023
290930,29093009,8,0.011850092641124,982053,82873023
290930,29093010,8,0.0015648638761494196,129685,82873023
290930,29093020,8,0.35874319439270363,29730133,82873023
290930,29093030,8,0.283690447734723,23510285,82873023
290930,29093040,8,0.059438534057095996,4925851,82873023
290930,29093060,8,0.11734672693187505,9724878,82873023
290941,29094100,1,1,172559753,172559753
290943,29094300,1,1,8725043,8725043
290944,29094401,1,1,10978844,10978844
290949,29094905,6,0.15825319137572894,18975899,119908476
290949,29094910,6,0.03473034716911922,4164463,119908476
290949,29094915,6,0.05357765534439784,6424415,119908476
290949,29094920,6,0.08777567984435063,10525048,119908476
290949,29094930,6,0.06457678604805218,7743304,119908476
290949,29094960,6,0.6010863402183512,72075347,119908476
290950,29095020,4,0.030568162022902513,1833755,59989050
290950,29095040,4,0.26008019796946275,15601964,59989050
290950,29095045,4,0.3744305502420858,22461733,59989050
290950,29095050,4,0.33492108976554885,20091598,59989050
290960,29096010,3,0.0847156831026433,2979303,35168258
290960,29096020,3,0.37439048018812876,13166661,35168258
290960,29096050,3,0.540893836709228,19022294,35168258
291010,29101000,1,1,377123,377123
291030,29103000,1,1,41406701,41406701
291040,29104000,1,1,29260,29260
291090,29109010,3,0.07826620747203195,3999759,51104546
291090,29109020,3,0.330233361235613,16876426,51104546
291090,29109090,3,0.5915004312923551,30228361,51104546
