hs6,hts8,n_h8,s_h8_in_h6,w8_main,W6
850431,85043160,3,0.06811326724576,31538731,463033595
850432,85043200,1,1,117571786,117571786
850433,85043300,1,1,306738448,306738448
850434,85043400,1,1,199909465,199909465
850440,85044040,5,0.10983440255388552,865214781,7877447875
850440,85044060,5,0.1279642417183243,1008031644,7877447875
850440,85044070,5,0.15292253266734565,1204639280,7877447875
850440,85044085,5,0.14000529276748785,1102884396,7877447875
850440,85044095,5,0.4692735302929567,3696677774,7877447875
850450,85045040,2,0.2761303595383603,148277741,536984565
850450,85045080,2,0.7238696404616397,388706824,536984565
850490,85049020,5,0.057976655795528444,56240872,970060643
850490,85049040,5,0.14882406996074782,144368373,970060643
850490,85049065,5,0.05762307377725456,55897876,970060643
850490,85049075,5,0.12104168934931216,117417779,970060643
850490,85049095,5,0.6145345111171571,596135743,970060643
850511,85051100,1,1,391701993,391701993
850519,85051910,3,0.21246799012953888,20750975,97666359
850519,85051920,3,0.09051888583253113,8840650,97666359
850519,85051930,3,0.69701312403793,68074734,97666359
850520,85052000,1,1,74589594,74589594
850590,85059030,3,0.025558366282283525,11938723,467116046
850590,85059040,3,0.03248021370689544,15172029,467116046
850590,85059080,3,0.9419614200108211,440005294,467116046
850610,85061000,1,1,209843818,209843818
850630,85063010,2,0.25933495654646593,87552,337602
850630,85063050,2,0.740665043453534,250050,337602
850640,85064010,2,0.9628314970019458,21794026,22635348
850640,85064050,2,0.037168502998054194,841322,22635348
850650,85065000,1,1,276831195,276831195
850660,85066000,1,1,32459329,32459329
850680,85068000,1,1,66302887,66302887
850690,85069000,1,1,29003219,29003219
850710,85071000,1,1,533610493,533610493
850720,85072040,2,0.0022268562772032466,1887324,847528428
850720,85072080,2,0.9977731437227968,845641104,847528428
850730,85073040,2,0.0037917943085847444,870919,229685191
850730,85073080,2,0.9962082056914152,228814272,229685191
850740,85074040,2,0.018257406917067304,92258,5053182
850740,85074080,2,0.9817425930829327,4960924,5053182
850750,85075000,1,1,392222218,392222218
850760,85076000,1,1,1278390725,1278390725
850780,85078040,2,0.1739186041429133,63691367,366213651
850780,85078081,2,0.8260813958570867,302522284,366213651
850790,85079040,2,0.1972043155829452,21322168,108122218
850790,85079080,2,0.8027956844170547,86800050,108122218
850811,85081100,1,1,1662467092,1662467092
850819,85081900,1,1,124622591,124622591
850860,85086000,1,1,25413808,25413808
850870,85087000,1,1,115667221,115667221
850940,85094000,1,1,867194275,867194275
850980,85098010,3,0.0036628155376335677,2246904,613436297
850980,85098020,3,0.04315619752119102,26473578,613436297
850980,85098050,3,0.9531809869411754,584715815,613436297
850990,85099025,4,0.0011572496640915564,167325,144588506
850990,85099035,4,0.01634333921397597,2363059,144588506
850990,85099045,4,0.01324016032090407,1914375,144588506
850990,85099055,4,0.9692592508010284,140143747,144588506
851010,85101000,1,1,346553851,346553851
851020,85102010,2,0.01979935465899366,3196216,161430312
851020,85102090,2,0.9802006453410064,158234096,161430312
851030,85103000,1,1,22548726,22548726
851090,85109010,5,0.6444591515717311,51001044,79137745
851090,85109020,5,0.20010849437269157,15836135,79137745
851090,85109030,5,0.03169486317812063,2508260,79137745
851090,85109040,5,0.1146449522917288,9072743,79137745
851090,85109055,5,0.009092538585727962,719563,79137745
851110,85111000,1,1,454799193,454799193
851120,85112000,1,1,43105206,43105206
851130,85113000,1,1,433440181,433440181
851140,85114000,1,1,1158894063,1158894063
851150,85115000,1,1,1145261546,1145261546
851180,85118020,3,0.28130539330327015,41577228,147801034
851180,85118040,3,0.11285193038635981,16679632,147801034
851180,85118060,3,0.60584267631037,89544174,147801034
851190,85119020,3,0.009957675906858187,4143663,416127522
851190,85119040,3,0.02361166344580304,9825463,416127522
851190,85119060,3,0.9664306606473387,402158396,416127522
851210,85121020,2,0.6597612992908592,22461392,34044725
851210,85121040,2,0.3402387007091407,11583333,34044725
851220,85122020,2,0.751536915523406,1616521167,2150953777
851220,85122040,2,0.24846308447659404,534432610,2150953777
851230,85123000,1,1,217805756,217805756
851240,85124020,2,0.004763871305335049,1061314,222783936
851240,85124040,2,0.9952361286946649,221722622,222783936
851290,85129020,5,0.27196749330866465,244016100,897225242
851290,85129040,5,0.002248177944151063,2017122,897225242
851290,85129060,5,0.20473667413828733,183694912,897225242
851290,85129070,5,0.0011244367108432288,1008873,897225242
851290,85129090,5,0.5199232178980537,466488235,897225242
851310,85131020,2,0.5021265519582534,277243352,552138402
851310,85131040,2,0.4978734480417466,274895050,552138402
851390,85139020,2,0.41345671130043143,7769638,18791902
851390,85139040,2,0.5865432886995686,11022264,18791902
851410,85141000,1,1,99007734,99007734
851420,85142040,3,0.5054065166120916,26323405,52083628
851420,85142060,3,0.0200332434599218,1043404,52083628
851420,85142080,3,0.47456023992798657,24716819,52083628
851430,85143000,1,1,52368280,52368280
851440,85144000,1,1,58247561,58247561
851490,85149040,2,0.0042608695387979624,771329,181026195
851490,85149080,2,0.995739130461202,180254866,181026195
851511,85151100,1,1,26302221,26302221
851519,85151900,1,1,36348540,36348540
851521,85152100,1,1,363736574,363736574
851529,85152900,1,1,22974210,22974210
851531,85153100,1,1,168951986,168951986
851539,85153900,1,1,106992727,106992727
851580,85158000,1,1,188807861,188807861
851590,85159020,2,0.7515648500849252,332828760,442847693
851590,85159040,2,0.24843514991507476,110018933,442847693
851610,85161000,1,1,307359151,307359151
851621,85162100,1,1,33135003,33135003
851629,85162900,1,1,617892375,617892375
851631,85163100,1,1,198691770,198691770
851632,85163200,1,1,341644556,341644556
851633,85163300,1,1,11137083,11137083
851640,85164020,2,0.03231308861105974,6057235,187454535
851640,85164040,2,0.9676869113889403,181397300,187454535
851650,85165000,1,1,1062868158,1062868158
851660,85166040,2,0.8225272080813393,724685403,881047333
851660,85166060,2,0.17747279191866075,156361930,881047333
851671,85167100,1,1,1092169867,1092169867
851672,85167200,1,1,138596250,138596250
851679,85167900,1,1,1104446615,1104446615
851680,85168040,2,0.2638206669931716,117541854,445536945
851680,85168080,2,0.7361793330068285,327995091,445536945
851690,85169005,12,0.09145520621048962,40409871,441854244
851690,85169015,12,0.002211147710510618,977005,441854244
851690,85169025,12,2.1511392340502222e-4,95049,441854244
851690,85169035,12,0.059366414052141596,26231302,441854244
851690,85169045,12,0.006760401287443558,2987112,441854244
851690,85169050,12,0.06139936046421679,27129568,441854244
851690,85169055,12,0.002715474653220712,1199844,441854244
851690,85169065,12,0.010034594122852875,4433828,441854244
851690,85169075,12,9.82149670152314e-4,433967,441854244
851690,85169080,12,0.36464009837597033,161117775,441854244
851690,85169085,12,2.0665185689604917e-5,9131,441854244
851690,85169090,12,0.40019937434390696,176829792,441854244
851711,85171100,1,1,630553447,630553447
851712,85171200,1,1,43660468548,43660468548
851718,85171800,1,1,850442290,850442290
851761,85176100,1,1,880968378,880968378
851762,85176200,1,1,27306803384,27306803384
851769,85176900,1,1,1432870706,1432870706
851770,85177000,1,1,5691488665,5691488665
851810,85181040,2,0.02716907070415574,8446104,310872024
851810,85181080,2,0.9728309292958442,302425920,310872024
851821,85182100,1,1,456832583,456832583
851822,85182200,1,1,1073415180,1073415180
851829,85182940,2,0.007574126346613412,6371458,841213588
851829,85182980,2,0.9924258736533866,834842130,841213588
851830,85183010,2,0.013096317859770026,20538283,1568248665
851830,85183020,2,0.9869036821402299,1547710382,1568248665
851840,85184010,2,0.004038295470885592,2365351,585730048
851840,85184020,2,0.9959617045291144,583364697,585730048
851850,85185000,1,1,97062004,97062004
851890,85189020,4,0.012250510676798838,2331499,190318515
851890,85189040,4,0.029662615852167614,5645345,190318515
851890,85189060,4,0.012571845676706756,2392655,190318515
851890,85189080,4,0.9455150277943268,179949016,190318515
851920,85192000,1,1,27967310,27967310
851930,85193010,2,0.002903151997024623,84693,29172775
851930,85193020,2,0.9970968480029754,29088082,29172775
851950,85195000,1,1,2451853,2451853
851981,85198110,5,0.0014842182836100285,994183,669836109
851981,85198120,5,2.879988065856868e-4,192912,669836109
851981,85198125,5,0.03396821803764538,22753139,669836109
851981,85198130,5,0.26938109572710417,180441185,669836109
851981,85198140,5,0.6948784691450547,465454690,669836109
851989,85198910,3,0.01657631593047969,2441484,147287492
851989,85198920,3,0.003404355612219943,501419,147287492
851989,85198930,3,0.9800193284573003,144344589,147287492
852110,85211030,3,0.24068490707141596,5747984,23881780
852110,85211060,3,0.6484783378793373,15486817,23881780
852110,85211090,3,0.11083675504924675,2646979,23881780
852190,85219000,1,1,1755217537,1755217537
852210,85221000,1,1,3504645,3504645
852290,85229025,6,0.003446495739317562,828544,240401864
852290,85229035,6,0.021744681646894384,5227462,240401864
852290,85229045,6,0.0021099545218168526,507237,240401864
852290,85229055,6,0.0019871310149242438,477710,240401864
852290,85229065,6,0.07490550905212615,18007424,240401864
852290,85229075,6,0.8958062280249208,215353487,240401864
852321,85232100,1,1,16600777,16600777
852329,85232910,9,0.9633959120955851,515537697,535125477
852329,85232920,9,0.004980570192512064,2665230,535125477
852329,85232930,9,6.893373906770654e-4,368882,535125477
852329,85232940,9,0.0022223217751974086,1189221,535125477
852329,85232950,9,7.3431002052627e-4,392948,535125477
852329,85232960,9,3.0463322530240885e-4,163017,535125477
852329,85232970,9,0.0038024053936045357,2034764,535125477
852329,85232980,9,0.0014472904641764982,774482,535125477
852329,85232990,9,0.022423219442418735,11999236,535125477
852341,85234100,1,1,471511699,471511699
852349,85234920,4,0.136520260696072,105018413,769251483
852349,85234930,4,0.1348882586424601,103762993,769251483
852349,85234940,4,0.26300294568297894,202315406,769251483
852349,85234950,4,0.46558853497848895,358154671,769251483
852351,85235100,1,1,2321967033,2321967033
852352,85235200,1,1,341702446,341702446
852359,85235900,1,1,53312036,53312036
852380,85238010,2,0.1027225920850643,10421461,101452473
852380,85238020,2,0.8972774079149357,91031012,101452473
852550,85255010,3,0.4413748153287834,1125245616,2549410562
852550,85255030,3,0.5360412972981164,1366589345,2549410562
852550,85255070,3,0.022583887373100166,57575601,2549410562
852560,85256010,2,0.5999267874980129,948189537,1580508750
852560,85256020,2,0.4000732125019871,632319213,1580508750
852580,85258010,5,0.002401240824416914,17825944,7423638570
852580,85258020,5,8.837297153059002e-4,6560490,7423638570
852580,85258030,5,0.20277699322314932,1505343108,7423638570
852580,85258040,5,0.6441874938962714,4782215126,7423638570
852580,85258050,5,0.14975054234085644,1111693902,7423638570
852610,85261000,1,1,501689030,501689030
852691,85269100,1,1,3461805633,3461805633
852692,85269200,1,1,514074777,514074777
852712,85271200,1,1,1398289,1398289
852713,85271311,4,6.776262160599112e-5,34701,512096480
852713,85271320,4,0.014257465702556675,7301198,512096480
852713,85271340,4,1.4025482073221827e-4,71824,512096480
852713,85271360,4,0.9855345168551051,504688757,512096480
852719,85271910,2,0.2637383109947294,33738024,127922348
852719,85271950,2,0.7362616890052706,94184324,127922348
852721,85272110,2,0.0015753844775842152,5281823,3352719971
852721,85272140,2,0.9984246155224158,3347438148,3352719971
852729,85272940,2,0.6252428224314871,39684639,63470763
852729,85272980,2,0.3747571775685129,23786124,63470763
852791,85279105,4,0.001514965112342725,1260888,832288473
852791,85279140,4,0.009151742751578394,7616890,832288473
852791,85279150,4,5.062932068266191e-4,421382,832288473
852791,85279160,4,0.9888269989292523,822989313,832288473
852792,85279210,2,0.7804839391247251,59988026,76860039
852792,85279250,2,0.21951606087527487,16872013,76860039
852799,85279910,3,0.12712893355180682,25972053,204296947
852799,85279915,3,0.781748295044272,159708790,204296947
852799,85279940,3,0.09112277140392118,18616104,204296947
852841,85284100,1,1,12514744,12514744
852849,85284905,15,0.25985342568260766,6737127,25926643
852849,85284910,15,0.08742173061124806,2266552,25926643
852849,85284915,15,0.017130794758118125,444144,25926643
852849,85284920,15,0.0010786587372688396,27966,25926643
852849,85284925,15,0.03316796547860053,859934,25926643
852849,85284930,15,0.02322186485924923,602065,25926643
852849,85284935,15,7.350353842570363e-4,19057,25926643
852849,85284940,15,0.029649191374294004,768704,25926643
852849,85284945,15,8.408338865930309e-5,2180,25926643
852849,85284950,15,0.020777082478437337,538680,25926643
852849,85284960,15,0.030427579845180883,788885,25926643
852849,85284965,15,0.1462096731921676,3790726,25926643
852849,85284970,15,8.520192915064245e-5,2209,25926643
852849,85284975,15,0.020187457358054415,523393,25926643
852849,85284980,15,0.3299702549227063,8555021,25926643
852851,85285100,1,1,3531965417,3531965417
852859,85285905,15,1.3673412904819578e-4,395552,2892854935
852859,85285910,15,0.011213998188263803,32440470,2892854935
852859,85285915,15,0.2167559235043357,627043443,2892854935
852859,85285920,15,0.006538223804851797,18914133,2892854935
852859,85285921,15,8.163212649997605e-4,2361499,2892854935
852859,85285923,15,0.004923059856093337,14241698,2892854935
852859,85285925,15,0.29849859858251065,863513144,2892854935
852859,85285930,15,0.18566403676235496,537099125,2892854935
852859,85285931,15,0.1662682781568513,480990009,2892854935
852859,85285933,15,0.089531169318727,259000685,2892854935
852859,85285935,15,0.0016059882380517639,4645891,2892854935
852859,85285940,15,0.0014674787002411512,4245203,2892854935
852859,85285945,15,0.012079282848657601,34943613,2892854935
852859,85285950,15,0.0030062295536433456,8696586,2892854935
852859,85285960,15,0.0014946770913696022,4323884,2892854935
852861,85286100,1,1,78243660,78243660
852869,85286905,12,0.004350453083272744,6384528,1467554730
852869,85286910,12,0.004534474840335256,6654590,1467554730
852869,85286915,12,2.0442167768421148e-6,3000,1467554730
852869,85286920,12,4.610867221285846e-4,676670,1467554730
852869,85286930,12,7.162663023817858e-5,105116,1467554730
852869,85286935,12,0.00593891172971791,8715678,1467554730
852869,85286940,12,1.2917065110069182e-4,189565,1467554730
852869,85286945,12,0.9622220031276107,1412113452,1467554730
852869,85286950,12,0.005263187697265641,7724016,1467554730
852869,85286955,12,4.515797513050842e-4,662718,1467554730
852869,85286960,12,0.007747016698995615,11369171,1467554730
852869,85286970,12,0.008828444851252669,12956226,1467554730
852871,85287110,5,6.221398064088197e-4,3732854,6000024370
852871,85287120,5,0.9356677277962456,5614029169,6000024370
852871,85287130,5,0.00185946194748539,11156817,6000024370
852871,85287140,5,0.06184860845823531,371093158,6000024370
852871,85287145,5,2.0619916248773504e-6,12372,6000024370
852872,85287204,20,2.7285577678760057e-4,4548464,16669846809
852872,85287208,20,5.202753870130061e-4,8672911,16669846809
852872,85287212,20,3.17560806686115e-5,529369,16669846809
852872,85287216,20,2.909684807290061e-6,48504,16669846809
852872,85287220,20,1.6831768354854593e-5,280583,16669846809
852872,85287224,20,6.034728522261371e-5,1005980,16669846809
852872,85287228,20,1.762307736633742e-5,293774,16669846809
852872,85287232,20,1.960035408505355e-4,3267349,16669846809
852872,85287240,20,5.628725991011595e-7,9383,16669846809
852872,85287244,20,1.4433246013400723e-7,2406,16669846809
852872,85287248,20,8.898522085992614e-6,148337,16669846809
852872,85287256,20,9.139256151876974e-7,15235,16669846809
852872,85287262,20,0.0021734305908821623,36230755,16669846809
852872,85287264,20,0.64230249987776,10707084278,16669846809
852872,85287268,20,0.003933550245020731,65571680,16669846809
852872,85287272,20,0.35037960959824677,5840774417,16669846809
852872,85287276,20,1.3642536887454608e-5,227419,16669846809
852872,85287280,20,8.44620839130832e-6,140797,16669846809
852872,85287284,20,1.5558691268834684e-5,259361,16669846809
852872,85287297,20,4.413999771148107e-5,735807,16669846809
852873,85287300,1,1,891228,891228
852910,85291020,3,0.19452132526069957,191494937,984441869
852910,85291040,3,0.4618473373769112,454661856,984441869
852910,85291090,3,0.34363133736238927,338285076,984441869
852990,85299001,31,0.0028160077340598174,7151646,2539640042
852990,85299003,31,0.004189307076612868,10639332,2539640042
852990,85299006,31,0.012026177133334079,30542161,2539640042
852990,85299009,31,0.012188683233873818,30954868,2539640042
852990,85299013,31,0.06273612494884423,159327175,2539640042
852990,85299016,31,0.07137550755312906,181268097,2539640042
852990,85299019,31,0.04291857436385467,108997730,2539640042
852990,85299022,31,0.12767324055288304,324244074,2539640042
852990,85299026,31,0.003985626637083871,10122057,2539640042
852990,85299029,31,5.994566059846367e-4,1522404,2539640042
852990,85299033,31,2.7131797758920357e-5,68905,2539640042
852990,85299036,31,0.0021556767531861116,5474643,2539640042
852990,85299039,31,0.005517979228648499,14013681,2539640042
852990,85299043,31,1.1336094692115427e-4,287896,2539640042
852990,85299046,31,5.923504808245577e-4,1504357,2539640042
852990,85299049,31,0.00217782989263484,5530904,2539640042
852990,85299053,31,0.010048440951459845,25519423,2539640042
852990,85299063,31,3.751508025718867e-4,952748,2539640042
852990,85299069,31,0.00345731200280075,8780328,2539640042
852990,85299073,31,0.004658617286047658,11831211,2539640042
852990,85299075,31,0.010660257183013812,27073216,2539640042
852990,85299078,31,0.002191996467190684,5566882,2539640042
852990,85299081,31,0.048204362025884295,122421728,2539640042
852990,85299083,31,0.01658514328937329,42120294,2539640042
852990,85299086,31,0.17794407968308448,451913910,2539640042
852990,85299088,31,8.251759955515774e-5,209565,2539640042
852990,85299089,31,0.003456086632296058,8777216,2539640042
852990,85299093,31,0.02197574619907493,55810485,2539640042
852990,85299095,31,0.019466304351173875,49437406,2539640042
852990,85299097,31,0.03181203188794265,80791110,2539640042
852990,85299099,31,0.2979889186988965,756784590,2539640042
853010,85301000,1,1,27022421,27022421
853080,85308000,1,1,110217028,110217028
853090,85309000,1,1,155268017,155268017
853110,85311000,1,1,455120733,455120733
853120,85312000,1,1,1012253152,1012253152
853180,85318000,1,1,568577587,568577587
853190,85319015,4,0.046667467796914774,30780764,659576477
853190,85319030,4,0.0698939131511811,46100381,659576477
853190,85319075,4,0.05340837223338394,35226906,659576477
853190,85319090,4,0.8300302468185202,547468426,659576477
853210,85321000,1,1,65781783,65781783
853221,85322100,1,1,198530088,198530088
853222,85322200,1,1,245908266,245908266
853223,85322300,1,1,25548855,25548855
853224,85322400,1,1,533704936,533704936
853225,85322500,1,1,160745093,160745093
853229,85322900,1,1,59690720,59690720
853230,85323000,1,1,20524501,20524501
853290,85329000,1,1,22363460,22363460
853310,85331000,1,1,28040743,28040743
853321,85332100,1,1,280208369,280208369
853329,85332900,1,1,67433985,67433985
853331,85333100,1,1,20781781,20781781
853339,85333900,1,1,26937213,26937213
853340,85334040,2,0.11593915581279073,56600840,488194343
853340,85334080,2,0.8840608441872093,431593503,488194343
853390,85339040,2,0.08427882053323442,4212765,49986046
853390,85339080,2,0.9157211794667656,45773281,49986046
853400,85340000,1,1,1893809247,1893809247
853510,85351000,1,1,100896671,100896671
853521,85352100,1,1,99235439,99235439
853529,85352900,1,1,63797647,63797647
853530,85353000,1,1,147500904,147500904
853540,85354000,1,1,50416241,50416241
853590,85359040,2,0.0217587681245177,6434362,295713524
853590,85359080,2,0.9782412318754823,289279162,295713524
853610,85361000,1,1,265679591,265679591
853620,85362000,1,1,852911774,852911774
853630,85363040,2,0.11056272835580631,63258090,572146608
853630,85363080,2,0.8894372716441937,508888518,572146608
853641,85364100,1,1,534651602,534651602
853649,85364900,1,1,567523855,567523855
853650,85365040,3,0.05165467197653081,120409103,2331039931
853650,85365070,3,0.07554469602091085,176097703,2331039931
853650,85365090,3,0.8728006320025583,2034533125,2331039931
853661,85366100,1,1,100728193,100728193
853669,85366940,2,0.7857069351342323,1852801181,2358132655
853669,85366980,2,0.21429306486576769,505331474,2358132655
853670,85367000,1,1,160442560,160442560
853690,85369040,2,0.564775140938873,921526430,1631669603
853690,85369080,2,0.43522485906112696,710143173,1631669603
853710,85371030,3,0.01567413399685834,118654920,7570110095
853710,85371060,3,0.02886936045280858,218544237,7570110095
853710,85371090,3,0.9554565055503331,7232910938,7570110095
853720,85372000,1,1,272584930,272584930
853810,85381000,1,1,142306299,142306299
853890,85389010,5,0.030283394857016834,77843272,2570493578
853890,85389030,5,0.14327362812808397,368283941,2570493578
853890,85389040,5,0.0054823688806741695,14092394,2570493578
853890,85389060,5,0.2240115248403083,575820186,2570493578
853890,85389080,5,0.5969490832939167,1534453785,2570493578
853910,85391000,1,1,29643594,29643594
853921,85392120,2,0.5770601211896285,177068815,306846390
853921,85392140,2,0.42293987881037154,129777575,306846390
853922,85392240,2,0.013810989107560318,5057959,366227137
853922,85392280,2,0.9861890108924397,361169178,366227137
853929,85392910,3,0.004855151743147478,997621,205476791
853929,85392930,3,0.8930811850181172,183507456,205476791
853929,85392940,3,0.10206366323873532,20971714,205476791
853931,85393100,1,1,858499153,858499153
853932,85393200,1,1,210162453,210162453
853939,85393900,1,1,115175831,115175831
853941,85394100,1,1,81696401,81696401
853949,85394900,1,1,138977955,138977955
853990,85399000,1,1,105025548,105025548
854011,85401110,7,0.04570288331358461,20018,438003
854011,85401124,7,0.034967797024221293,15316,438003
854011,85401128,7,0.010778464987682732,4721,438003
854011,85401130,7,0.7857069472126903,344142,438003
854011,85401144,7,0.011892612607676203,5209,438003
854011,85401148,7,0.006821871083074774,2988,438003
854011,85401150,7,0.10412942377107007,45609,438003
854012,85401250,2,0.8992576134073453,1401966,1559026
854012,85401270,2,0.10074238659265465,157060,1559026
854020,85402020,2,0.05361934803218263,6195431,115544691
854020,85402040,2,0.9463806519678174,109349260,115544691
854040,85404010,1,1,29235683,29235683
854060,85406000,1,1,2115066,2115066
854071,85407120,2,0.35493119783332205,13809613,38907859
854071,85407140,2,0.645068802166678,25098246,38907859
854079,85407910,2,0.07455686978428643,4825655,64724485
854079,85407920,2,0.9254431302157136,59898830,64724485
854081,85408100,1,1,37647445,37647445
854089,85408900,1,1,27502562,27502562
854091,85409115,3,0.02610186345200901,97964,3753142
854091,85409120,3,0.10576418371593721,396948,3753142
854091,85409150,3,0.8681339528320537,3258230,3753142
854099,85409940,2,0.0825621304371367,1736819,21036509
854099,85409980,2,0.9174378695628633,19299690,21036509
854110,85411000,1,1,506937245,506937245
854121,85412100,1,1,254246430,254246430
854129,85412900,1,1,1095165011,1095165011
854130,85413000,1,1,132893241,132893241
854140,85414020,5,0.17047389176945163,1212923974,7115013105
854140,85414060,5,0.748230203435444,5323667703,7115013105
854140,85414070,5,0.0025519112518908003,18156882,7115013105
854140,85414080,5,0.032131614886182276,228616861,7115013105
854140,85414095,5,0.0466123786570313,331647685,7115013105
854150,85415000,1,1,329109852,329109852
854160,85416000,1,1,388534064,388534064
854190,85419000,1,1,268644659,268644659
854231,85423100,1,1,14932963575,14932963575
854232,85423200,1,1,3720624517,3720624517
854233,85423300,1,1,569572935,569572935
854239,85423900,1,1,7809453626,7809453626
854290,85429000,1,1,394667404,394667404
854310,85431000,1,1,11107936,11107936
854320,85432000,1,1,42127639,42127639
854330,85433000,1,1,81580059,81580059
854370,85437020,8,0.012255200422461143,64299555,5246715907
854370,85437040,8,0.15590000211536134,817963021,5246715907
854370,85437060,8,0.0065727852643956775,34485537,5246715907
854370,85437070,8,0.0017282250765478695,9067506,5246715907
854370,85437080,8,0.024665285160064224,129411744,5246715907
854370,85437085,8,0.004167673910231404,21866601,5246715907
854370,85437092,8,0.20321795212458033,1066226862,5246715907
854370,85437096,8,0.591492875926358,3103395081,5246715907
854390,85439011,7,0.4008475057969984,409737038,1022176843
854390,85439015,7,0.0073553319579555375,7518450,1022176843
854390,85439035,7,0.015635061691570723,15981798,1022176843
854390,85439065,7,0.003043829471687611,3111332,1022176843
854390,85439068,7,0.10761417239423805,110000715,1022176843
854390,85439085,7,0.006937015887768454,7090857,1022176843
854390,85439088,7,0.45856708279978126,468736653,1022176843
854411,85441100,1,1,441211017,441211017
854419,85441900,1,1,50267759,50267759
854420,85442000,1,1,586750331,586750331
854430,85443000,1,1,8396540096,8396540096
854442,85444210,3,0.014402137941272888,54693283,3797580833
854442,85444220,3,0.25401306079322106,964635131,3797580833
854442,85444290,3,0.7315848012655061,2778252419,3797580833
854449,85444910,4,0.18593324165912678,334922870,1801307109
854449,85444920,4,0.11471980206346924,206645595,1801307109
854449,85444930,4,0.5237358994956367,943409199,1801307109
854449,85444990,4,0.17561105678176725,316329445,1801307109
854460,85446020,3,0.19531433917981592,75354667,385812262
854460,85446040,3,0.418409487980452,161427511,385812262
854460,85446060,3,0.3862761728397321,149030084,385812262
854470,85447000,1,1,632417839,632417839
854511,85451100,1,1,420142029,420142029
854519,85451920,2,0.370102345988173,21931530,59258014
854519,85451940,2,0.629897654011827,37326484,59258014
854520,85452000,1,1,48214971,48214971
854590,85459020,2,0.028803631611763008,2154577,74802269
854590,85459040,2,0.971196368388237,72647692,74802269
854610,85461000,1,1,26161936,26161936
854620,85462000,1,1,136235913,136235913
854690,85469000,1,1,147218210,147218210
854710,85471040,2,0.02258049918980443,1062379,47048517
854710,85471080,2,0.9774195008101956,45986138,47048517
854720,85472000,1,1,69898833,69898833
854790,85479000,1,1,73886212,73886212
854810,85481005,4,0.8617596680425795,31370414,36402741
854810,85481015,4,0.059761736073665445,2175491,36402741
854810,85481025,4,0.04309598554680264,1568812,36402741
854810,85481035,4,0.03538261033695237,1288024,36402741
854890,85489001,1,1,230087557,230087557
860110,86011000,1,1,1200000,1200000
860120,86012000,1,1,54115,54115
860210,86021000,1,1,340589444,340589444
860290,86029000,1,1,1075488,1075488
860310,86031000,1,1,6493518,6493518
860390,86039000,1,1,10158100,10158100
860400,86040000,1,1,46999312,46999312
860500,86050000,1,1,5028031,5028031
860630,86063000,1,1,41630,41630
860691,86069100,1,1,8372,8372
860692,86069200,1,1,174063,174063
860699,86069901,1,1,1953909,1953909
860711,86071100,1,1,12435841,12435841
860712,86071200,1,1,2432658,2432658
860719,86071903,6,0.05992284435389194,24298407,405494887
860719,86071906,6,0.054216116416777406,21984358,405494887
860719,86071912,6,0.38716954278143584,156995270,405494887
860719,86071915,6,0.013590131902205711,5510729,405494887
860719,86071930,6,0.20825017209156574,84444380,405494887
860719,86071990,6,0.2768511924541234,112261743,405494887
860721,86072110,2,0.5379307069305079,41657142,77439606
860721,86072150,2,0.4620692930694921,35782464,77439606
860729,86072910,2,0.515166643455628,7856994,15251364
860729,86072950,2,0.48483335654437204,7394370,15251364
860730,86073010,2,0.7570520264165964,49122557,64886633
860730,86073050,2,0.24294797358340353,15764076,64886633
860791,86079100,1,1,191116229,191116229
860799,86079910,2,0.5399920449043287,167652786,310472696
860799,86079950,2,0.4600079550956713,142819910,310472696
860800,86080000,1,1,24798806,24798806
860900,86090000,1,1,447003923,447003923
870110,87011000,1,1,2657252,2657252
870120,87012000,1,1,4548929066,4548929066
870130,87013010,2,0.8125765316408322,377261862,464278560
870130,87013050,2,0.18742346835916782,87016698,464278560
870190,87019010,2,0.9895069028309671,2865872600,2896263373
870190,87019050,2,0.010493097169032907,30390773,2896263373
870210,87021030,2,0.9919980339748117,613020693,617965633
870210,87021060,2,0.00800196602518833,4944940,617965633
870290,87029030,2,0.6319328370701823,27896416,44144590
870290,87029060,2,0.36806716292981767,16248174,44144590
870310,87031010,2,0.2918056647546163,146952940,503598654
870310,87031050,2,0.7081943352453837,356645714,503598654
870321,87032100,1,1,430497541,430497541
870322,87032200,1,1,3640715802,3640715802
870323,87032300,1,1,74723376587,74723376587
870324,87032400,1,1,65394975184,65394975184
870331,87033100,1,1,400529,400529
870332,87033200,1,1,1335668132,1335668132
870333,87033300,1,1,823801493,823801493
870390,87039000,1,1,492938932,492938932
870410,87041010,2,0.09872318217537335,104946373,1063036773
870410,87041050,2,0.9012768178246267,958090400,1063036773
870421,87042100,1,1,1347508000,1347508000
870422,87042210,2,0.5777420160091499,2195607624,3800325341
870422,87042250,2,0.4222579839908501,1604717717,3800325341
870423,87042300,1,1,530640821,530640821
870431,87043100,1,1,9467552814,9467552814
870432,87043200,1,1,236892804,236892804
870490,87049000,1,1,2501436,2501436
870510,87051000,1,1,495866871,495866871
870520,87052000,1,1,38793416,38793416
870530,87053000,1,1,2108204,2108204
870540,87054000,1,1,12799957,12799957
870590,87059000,1,1,193858494,193858494
870600,87060003,6,7.732964012118448e-5,3446,44562473
870600,87060005,6,0.7557440090903393,33677822,44562473
